,No_tips,Crown_treePL,Stem_treePL,Crown_BEAST,Stem_BEAST,Crown_minHPD,Crown_maxHPD,Stem_minHPD,Stem_maxHPD,Order,Family,Subfamily
Hydrangeaceae,2,31.61105,44.64917,31.61105,44.64917,13.90874,50.44324,30.49847,60.89635,Cornales,Hydrangeaceae,NA
Hydrocharitaceae,2,37.76659,67.77459,37.76659,67.77459,11.07795,70.47098,37.12615,95.89937,Alismatales,Hydrocharitaceae,NA
Hydroleaceae,2,9.83807,57.47003,9.83807,57.47003,2.09859,20.5981,34.93077,79.7974,Solanales,Hydroleaceae,NA
Hydrophyllaceae,2,29.25243,53.71248,29.25243,53.71248,5.24366,49.50201,35.34047,70.32453,Boraginales,Hydrophyllaceae,NA
Hydrostachyaceae,2,22.30564,53.10827,22.30564,53.10827,13.32863,34.51108,37.10603,69.95475,Cornales,Hydrostachyaceae,NA
Hypericaceae,2,35.34993,62.41201,35.34993,62.41201,16.69281,54.09941,48.12286,75.71258,Malpighiales,Hypericaceae,NA
Hypoxidaceae,2,17.01106,41.90672,17.01106,41.90672,4.74465,31.38224,22.67078,63.97335,Asparagales,Hypoxidaceae,NA
Icacinaceae,2,88.03618,100.94481,88.03618,100.94481,53.40757,110.45187,74.97768,116.90107,Icacinales,Icacinaceae,NA
Iridaceae,11,65.15328,80.11662,65.15328,80.11662,49.60181,77.99785,68.2776,94.54872,Asparagales,Iridaceae,NA
Irvingiaceae,2,31.02399,85.73108,31.02399,85.73108,9.7779,58.09387,66.91684,101.9465,Malpighiales,Irvingiaceae,NA
Iteaceae,2,45.52242,73.25114,45.52242,73.25114,22.39222,69.36275,47.70158,94.75232,Saxifragales,Iteaceae,NA
Ixioliriaceae,2,11.84109,73.3314,11.84109,73.3314,2.92993,23.69833,44.86367,94.19002,Asparagales,Ixioliriaceae,NA
Ixonanthaceae,2,33.97001,88.11896,33.97001,88.11896,14.66735,56.5572,71.74444,102.50357,Malpighiales,Ixonanthaceae,NA
Joinvilleaceae,2,4.40959,87.76336,4.40959,87.76336,0.23394,10.20082,81.90157,94.07094,Poales,Joinvilleaceae,NA
Juglandaceae,2,67.2069,76.01007,67.2069,76.01007,64.40109,71.68263,68.41628,84.32796,Fagales,Juglandaceae,NA
Juncaceae,2,48.37546,73.10493,48.37546,73.10493,31.24014,71.33958,57.07756,87.23009,Poales,Juncaceae,NA
Juncaginaceae,2,59.07732,76.40726,59.07732,76.40726,33.32157,83.12969,63.8664,90.51668,Alismatales,Juncaginaceae,NA
Kewaceae,2,9.48351,63.15868,9.48351,63.15868,0.82086,21.4869,50.78377,77.29547,Caryophyllales,Kewaceae,NA
Kirkiaceae,2,2.55839,61.55001,2.55839,61.55001,0.1539,6.86927,42.61414,81.27448,Sapindales,Kirkiaceae,NA
Koeberliniaceae,1,NA,60.7849,NA,60.7849,NA,NA,43.69778,75.98003,Brassicales,Koeberliniaceae,NA
Krameriaceae,1,NA,80.55604,NA,80.55604,NA,NA,52.36817,109.62779,Zygophyllales,Krameriaceae,NA
Lacistemataceae,2,13.42467,69.8872,13.42467,69.8872,1.41587,29.51615,57.25552,84.34705,Malpighiales,Lacistemataceae,NA
Lamiaceae,21,49.06156,58.06463,49.06156,58.06463,39.3295,57.50949,49.85662,64.81443,Lamiales,Lamiaceae,NA
Lanariaceae,1,NA,41.90672,NA,41.90672,NA,NA,22.67078,63.97335,Asparagales,Lanariaceae,NA
Lardizabalaceae,2,52.07024,100.55577,52.07024,100.55577,18.43739,94.11755,73.43056,124.74197,Ranunculales,Lardizabalaceae,NA
Lauraceae,11,67.76935,83.08925,67.76935,83.08925,44.46941,93.54905,61.85519,107.61888,Laurales,Lauraceae,NA
Lecythidaceae,2,46.72763,100.12822,46.72763,100.12822,16.40621,77.41636,86.24344,110.45598,Ericales,Lecythidaceae,NA
Lentibulariaceae,2,34.4414,56.06953,34.4414,56.06953,21.97253,48.82064,45.50416,65.48892,Lamiales,Lentibulariaceae,NA
Lepidobotryaceae,2,21.8802,89.42281,21.8802,89.42281,5.93077,43.36368,68.92767,107.6521,Celastrales,Lepidobotryaceae,NA
Liliaceae,2,48.60481,73.50375,48.60481,73.50375,23.34828,71.051,57.21318,91.25706,Liliales,Liliaceae,NA
Limeaceae,2,29.53982,71.23782,29.53982,71.23782,10.30317,53.11953,59.57263,85.34629,Caryophyllales,Limeaceae,NA
Limnanthaceae,2,20.5368,82.1545,20.5368,82.1545,5.69671,37.4201,71.70673,91.10328,Brassicales,Limnanthaceae,NA
Linaceae,2,39.73476,82.43818,39.73476,82.43818,20.529,65.13721,66.08832,98.28268,Malpighiales,Linaceae,NA
Linderniaceae,2,47.41756,64.97312,47.41756,64.97312,27.77158,64.7337,56.75271,72.31395,Lamiales,Linderniaceae,NA
Loasaceae,2,27.84379,44.64917,27.84379,44.64917,9.86088,43.79156,30.49847,60.89635,Cornales,Loasaceae,NA
Loganiaceae,2,49.03648,69.90377,49.03648,69.90377,27.03128,67.97239,58.68793,79.88686,Gentianales,Loganiaceae,NA
Lophiocarpaceae,2,39.89199,65.73276,39.89199,65.73276,15.46597,64.47807,52.93625,78.85582,Caryophyllales,Lophiocarpaceae,NA
Lophopyxidaceae,1,NA,65.86834,NA,65.86834,NA,NA,36.02882,91.92102,Malpighiales,Lophopyxidaceae,NA
Loranthaceae,2,43.58074,94.82279,43.58074,94.82279,15.36742,73.5983,80.67388,108.36203,Santalales,Loranthaceae,NA
Lowiaceae,2,7.46286,47.04245,7.46286,47.04245,1.43458,16.52868,21.4797,73.17203,Zingiberales,Lowiaceae,NA
Lythraceae,2,33.46844,65.57584,33.46844,65.57584,13.40426,58.29693,43.1496,92.44267,Myrtales,Lythraceae,NA
Macarthuriaceae,2,4.21304,81.90618,4.21304,81.90618,0.08773,10.53047,58.63205,102.40834,Caryophyllales,Macarthuriaceae,NA
Magnoliaceae,2,34.10451,110.58424,34.10451,110.58424,9.1807,78.1129,98.44347,119.85046,Magnoliales,Magnoliaceae,NA
Malpighiaceae,3,42.34754,79.77179,42.34754,79.77179,23.66857,64.3079,53.03469,101.10271,Malpighiales,Malpighiaceae,NA
Malvaceae,17,42.39524,73.25343,42.39524,73.25343,28.7748,57.65194,53.73251,88.36252,Malvales,Malvaceae,NA
Marantaceae,2,30.32396,50.39791,30.32396,50.39791,12.31631,52.59573,31.40231,74.65106,Zingiberales,Marantaceae,NA
Marcgraviaceae,2,25.85407,49.48048,25.85407,49.48048,7.61092,44.61108,27.74367,72.036,Ericales,Marcgraviaceae,NA
Martyniaceae,2,13.57153,43.12695,13.57153,43.12695,3.26913,26.45451,30.12605,57.375,Lamiales,Martyniaceae,NA
Maundiaceae,1,NA,67.14213,NA,67.14213,NA,NA,55.07074,80.51653,Alismatales,Maundiaceae,NA
Mayacaceae,2,23.82562,105.99189,23.82562,105.99189,5.38468,62.58174,100.2242,111.80893,Poales,Mayacaceae,NA
Mazaceae,2,27.86447,56.2568,27.86447,56.2568,12.12078,44.38607,48.08246,63.30605,Lamiales,Mazaceae,NA
Melanthiaceae,2,65.3743,102.35442,65.3743,102.35442,33.00335,93.40491,84.17753,119.27579,Liliales,Melanthiaceae,NA
Melastomataceae,4,38.60359,67.81861,38.60359,67.81861,22.34065,59.38404,49.68315,85.51277,Myrtales,Melastomataceae,NA
Meliaceae,2,29.20974,55.95836,29.20974,55.95836,10.1702,48.95347,42.45529,73.81581,Sapindales,Meliaceae,NA
Menispermaceae,3,81.06269,104.56263,81.06269,104.56263,67.43246,98.17875,80.28954,123.05103,Ranunculales,Menispermaceae,NA
Menyanthaceae,2,42.77097,83.92408,42.77097,83.92408,13.9101,76.9268,77.46767,90.98788,Asterales,Menyanthaceae,NA
Metteniusaceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Metteniusales,Metteniusaceae,NA
Microteaceae,2,38.0977,81.90618,38.0977,81.90618,12.89436,65.60401,58.63205,102.40834,Caryophyllales,Microteaceae,NA
Misodendraceae,2,44.15065,82.79489,44.15065,82.79489,19.61391,68.21921,64.37799,99.70095,Santalales,Misodendraceae,NA
Mitrastemonaceae,2,15.44512,59.56681,15.44512,59.56681,4.10026,29.57319,38.97175,79.66912,Ericales,Mitrastemonaceae,NA
Molluginaceae,2,47.7447,63.3457,47.7447,63.3457,30.59169,64.05991,51.07517,76.97311,Caryophyllales,Molluginaceae,NA
Monimiaceae,2,48.76298,75.92433,48.76298,75.92433,17.46772,81.65262,52.68733,104.26279,Laurales,Monimiaceae,NA
Montiaceae,2,35.61794,46.77928,35.61794,46.77928,19.23071,48.68361,34.79878,58.01047,Caryophyllales,Montiaceae,NA
Montiniaceae,2,29.27202,80.55365,29.27202,80.55365,11.10074,53.75211,64.40239,94.54287,Solanales,Montiniaceae,NA
Moraceae,2,34.51582,67.54187,34.51582,67.54187,15.0594,54.76872,54.9782,81.20062,Rosales,Moraceae,NA
Moringaceae,2,16.98892,62.81355,16.98892,62.81355,3.31448,34.618,37.52629,87.81923,Brassicales,Moringaceae,NA
Muntingiaceae,2,41.37538,54.98584,41.37538,54.98584,20.10521,63.71545,36.46831,75.95494,Malvales,Muntingiaceae,NA
Musaceae,2,38.36725,70.57124,38.36725,70.57124,15.02103,63.09538,49.84625,94.4485,Zingiberales,Musaceae,NA
Myodocarpaceae,2,18.867,46.11312,18.867,46.11312,6.25791,33.91635,36.95412,58.84754,Apiales,Myodocarpaceae,NA
Myricaceae,2,40.41741,76.01007,40.41741,76.01007,13.10514,69.93223,68.41628,84.32796,Fagales,Myricaceae,NA
Myristicaceae,2,24.94973,125.99121,24.94973,125.99121,6.77198,53.96923,118.28244,134.59469,Magnoliales,Myristicaceae,NA
Myrothamnaceae,2,5.32856,95.2524,5.32856,95.2524,0.6333,12.45173,54.61339,133.6085,Gunnerales,Myrothamnaceae,NA
Myrtaceae,4,37.21536,73.18435,37.21536,73.18435,15.05031,63.73522,50.76342,97.26188,Myrtales,Myrtaceae,NA
Mystropetalaceae,2,74.94305,93.95272,74.94305,93.95272,47.99261,96.36562,83.91238,103.94428,Santalales,Mystropetalaceae,NA
Namaceae,2,33.53999,47.47799,33.53999,47.47799,13.48069,50.93265,31.97128,61.30176,Boraginales,Namaceae,NA
Nartheciaceae,2,37.00032,108.16834,37.00032,108.16834,16.13912,69.68895,93.87341,121.86014,Dioscoreales,Nartheciaceae,NA
Nelumbonaceae,2,9.29232,131.60613,9.29232,131.60613,1.59713,20.41201,119.13363,142.1591,Proteales,Nelumbonaceae,NA
Nepenthaceae,2,17.87618,70.99755,17.87618,70.99755,2.73618,39.02728,43.34544,97.14752,Caryophyllales,Nepenthaceae,NA
Neuradaceae,2,15.44261,92.59429,15.44261,92.59429,2.70416,32.19515,80.35536,106.79479,Malvales,Neuradaceae,NA
Nitrariaceae,2,22.04326,57.0181,22.04326,57.0181,6.25229,39.98655,34.41045,76.01019,Sapindales,Nitrariaceae,NA
Nothofagaceae,2,25.44203,101.00239,25.44203,101.00239,4.91776,50.72355,90.71191,112.16574,Fagales,Nothofagaceae,NA
Nyctaginaceae,2,23.33413,32.69983,23.33413,32.69983,10.04076,36.10594,18.85738,44.7337,Caryophyllales,Nyctaginaceae,NA
Nymphaeaceae,3,NA,NA,NA,NA,NA,NA,NA,NA,Nymphaeales,Nymphaeaceae,NA
Nyssaceae,2,45.91464,66.24606,45.91464,66.24606,19.10241,72.67472,45.35082,83.90519,Cornales,Nyssaceae,NA
Ochnaceae,3,39.24734,82.43818,39.24734,82.43818,15.69317,61.33816,66.08832,98.28268,Malpighiales,Ochnaceae,NA
Octoknemaceae,1,NA,118.27137,NA,118.27137,NA,NA,109.35844,127.55715,Santalales,Octoknemaceae,NA
Olacaceae,2,66.22926,111.04194,66.22926,111.04194,29.76967,103.4628,94.41857,125.3938,Santalales,Olacaceae,NA
Oleaceae,3,31.61354,45.60585,31.61354,45.60585,16.34889,48.50123,26.01962,69.57129,Lamiales,Oleaceae,NA
Onagraceae,2,45.01676,65.57584,45.01676,65.57584,21.64391,72.25854,43.1496,92.44267,Myrtales,Onagraceae,NA
Oncothecaceae,2,3.029,103.48585,3.029,103.48585,0.42217,7.37045,85.87875,116.36995,Icacinales,Oncothecaceae,NA
Opiliaceae,2,37.56876,93.76244,37.56876,93.76244,13.66534,69.77757,71.49649,110.03413,Santalales,Opiliaceae,NA
Orchidaceae,10,92.21519,116.59417,92.21519,116.59417,72.79106,107.56844,102.34433,127.98025,Asparagales,Orchidaceae,NA
Orobanchaceae,15,49.27071,52.45271,49.27071,52.45271,40.27031,57.44849,44.19531,60.26903,Lamiales,Orobanchaceae,NA
Oxalidaceae,2,34.31886,51.20699,34.31886,51.20699,14.21029,58.05243,23.50348,80.55607,Oxalidales,Oxalidaceae,NA
Paeoniaceae,2,12.30628,100.63056,12.30628,100.63056,2.43352,25.59952,87.79295,119.06912,Saxifragales,Paeoniaceae,NA
Pandaceae,2,43.35412,85.73108,43.35412,85.73108,14.69079,71.08492,66.91684,101.9465,Malpighiales,Pandaceae,NA
Pandanaceae,2,22.73808,57.93049,22.73808,57.93049,5.09462,44.1645,38.55771,78.64952,Pandanales,Pandanaceae,NA
Papaveraceae,2,41.07929,127.61434,41.07929,127.61434,7.79321,89.34958,108.25622,146.16458,Ranunculales,Papaveraceae,NA
Paracryphiaceae,2,58.14343,91.48347,58.14343,91.48347,21.92224,92.48519,75.49979,105.58575,Paracryphiales,Paracryphiaceae,NA
Passifloraceae,3,55.31346,83.12997,55.31346,83.12997,37.36143,75.14576,71.50784,93.73342,Malpighiales,Passifloraceae,NA
Paulowniaceae,1,NA,52.45271,NA,52.45271,NA,NA,44.19531,60.26903,Lamiales,Paulowniaceae,NA
Pedaliaceae,2,20.20057,56.06953,20.20057,56.06953,4.65727,43.31304,45.50416,65.48892,Lamiales,Pedaliaceae,NA
Peltantheraceae,1,NA,56.47356,NA,56.47356,NA,NA,43.16149,72.68164,Lamiales,Peltantheraceae,NA
Penaeaceae,2,23.37631,32.19174,23.37631,32.19174,10.28516,39.71731,17.34762,47.59507,Myrtales,Penaeaceae,NA
Pennantiaceae,2,8.69743,74.36601,8.69743,74.36601,1.19975,20.1232,61.3229,87.87572,Apiales,Pennantiaceae,NA
Pentadiplandraceae,1,NA,55.086,NA,55.086,NA,NA,39.23739,67.39676,Brassicales,Pentadiplandraceae,NA
Pentaphragmataceae,1,NA,91.84532,NA,91.84532,NA,NA,83.4724,100.40921,Asterales,Pentaphragmataceae,NA
Pentaphylacaceae,2,40.65513,69.81413,40.65513,69.81413,9.06157,89.46565,37.80682,105.22896,Ericales,Pentaphylacaceae,NA
Penthoraceae,2,3.80792,41.00892,3.80792,41.00892,0.76303,8.36997,21.24944,58.49739,Saxifragales,Penthoraceae,NA
Peraceae,2,46.55543,64.23952,46.55543,64.23952,20.64089,69.36025,49.67485,78.18991,Malpighiales,Peraceae,NA
Peridiscaceae,2,46.17787,112.14912,46.17787,112.14912,13.55773,82.94348,97.34433,128.07656,Saxifragales,Peridiscaceae,NA
Petenaeaceae,1,NA,56.86233,NA,56.86233,NA,NA,24.49151,91.50299,Huerteales,Petenaeaceae,NA
Petermanniaceae,1,NA,91.63035,NA,91.63035,NA,NA,70.84859,111.02107,Liliales,Petermanniaceae,NA
Petiveriaceae,2,24.07893,38.08536,24.07893,38.08536,12.35853,36.88888,24.23588,50.32099,Caryophyllales,Petiveriaceae,NA
Petrosaviaceae,2,73.29735,132.77608,73.29735,132.77608,27.07425,116.13126,127.88105,138.76833,Petrosaviales,Petrosaviaceae,NA
Phellinaceae,2,9.22435,66.97984,9.22435,66.97984,1.29902,20.22649,35.29383,85.93985,Asterales,Phellinaceae,NA
Philesiaceae,2,15.97723,57.61845,15.97723,57.61845,3.42547,34.93615,51.00014,68.83612,Liliales,Philesiaceae,NA
Philydraceae,2,28.8327,85.46751,28.8327,85.46751,8.84622,52.17243,62.47572,108.57635,Commelinales,Philydraceae,NA
Phrymaceae,2,36.97289,54.3429,36.97289,54.3429,19.44278,53.33582,46.16724,61.54361,Lamiales,Phrymaceae,NA
Phyllanthaceae,4,64.10718,75.68407,64.10718,75.68407,45.83875,83.67811,57.29165,91.63971,Malpighiales,Phyllanthaceae,NA
Phyllonomaceae,2,8.20109,43.42065,8.20109,43.42065,0.19586,19.80897,20.73181,67.25323,Aquifoliales,Phyllonomaceae,NA
Physenaceae,1,NA,52.77847,NA,52.77847,NA,NA,27.28054,76.88941,Caryophyllales,Physenaceae,NA
Phytolaccaceae,2,37.2912,42.66258,37.2912,42.66258,21.10676,50.66211,28.5889,56.1285,Caryophyllales,Phytolaccaceae,NA
Picramniaceae,2,32.91705,117.63173,32.91705,117.63173,6.87497,64.7531,109.2965,125.71691,Pricramniales,Picramniaceae,NA
Picrodendraceae,2,33.65803,75.68407,33.65803,75.68407,11.21856,58.464,57.29165,91.63971,Malpighiales,Picrodendraceae,NA
Pinaceae,1,NA,76.38389,NA,76.38389,NA,NA,29.2147,147.57376,Pinales,Pinaceae,NA
Piperaceae,5,62.28794,83.79303,62.28794,83.79303,44.07432,83.77705,58.5234,108.89307,Piperales,Piperaceae,NA
Pittosporaceae,2,17.05467,52.69629,17.05467,52.69629,5.11444,30.72381,42.62847,66.39327,Apiales,Pittosporaceae,NA
Plantaginaceae,5,63.94642,68.81121,63.94642,68.81121,53.75903,74.30005,60.71052,76.7751,Lamiales,Plantaginaceae,NA
Platanaceae,2,25.17193,115.06668,25.17193,115.06668,4.50614,54.89274,107.70205,126.599,Proteales,Platanaceae,NA
Plocospermataceae,1,NA,89.72129,NA,89.72129,NA,NA,80.6177,98.66586,Lamiales,Plocospermataceae,NA
Plumbaginaceae,2,38.8452,64.94801,38.8452,64.94801,19.45291,58.8927,40.4048,90.67335,Caryophyllales,Plumbaginaceae,NA
Poaceae,26,79.0421,84.33312,79.0421,84.33312,74.02804,84.77568,78.33679,91.23522,Poales,Poaceae,NA
Podostemaceae,2,34.64931,62.41201,34.64931,62.41201,19.14908,49.40245,48.12286,75.71258,Malpighiales,Podostemaceae,NA
Polemoniaceae,2,26.77965,87.14386,26.77965,87.14386,5.80302,45.88228,63.17582,105.5732,Ericales,Polemoniaceae,NA
Polygalaceae,2,34.21236,90.49846,34.21236,90.49846,6.02681,73.70108,70.14067,107.61904,Fabales,Polygalaceae,NA
Polygonaceae,4,41.45933,64.94801,41.45933,64.94801,22.85042,63.71974,40.4048,90.67335,Caryophyllales,Polygonaceae,NA
Pontederiaceae,2,29.82646,70.93998,29.82646,70.93998,8.19749,50.79293,49.05258,93.95176,Commelinales,Pontederiaceae,NA
Portulacaceae,2,15.7776,32.75978,15.7776,32.75978,3.58855,25.487,22.29587,43.41961,Caryophyllales,Portulacaceae,NA
Posidoniaceae,2,17.5841,48.09451,17.5841,48.09451,4.09856,33.74676,36.27263,59.52009,Alismatales,Posidoniaceae,NA
Potamogetonaceae,2,21.89196,48.17228,21.89196,48.17228,8.56984,35.19416,32.21336,62.09276,Alismatales,Potamogetonaceae,NA
Primulaceae,8,70.86387,108.97099,70.86387,108.97099,52.19074,91.79678,101.40068,115.94363,Ericales,Primulaceae,NA
Proteaceae,5,50.21855,115.06668,50.21855,115.06668,26.09436,76.88455,107.70205,126.599,Proteales,Proteaceae,NA
Putranjivaceae,2,10.9738,65.86834,10.9738,65.86834,2.33187,23.14422,36.02882,91.92102,Malpighiales,Putranjivaceae,NA
Quillajaceae,1,NA,95.04977,NA,95.04977,NA,NA,76.69771,114.01853,Fabales,Quillajaceae,NA
Rafflesiaceae,2,40.49481,80.75763,40.49481,80.75763,33.43111,51.32003,70.45924,91.38281,Malpighiales,Rafflesiaceae,NA
Ranunculaceae,8,76.4475,93.48377,76.4475,93.48377,56.9569,97.38203,67.60655,114.03354,Ranunculales,Ranunculaceae,NA
Rapateaceae,2,47.54334,111.23904,47.54334,111.23904,15.1967,79.09745,105.58809,116.62894,Poales,Rapateaceae,NA
Resedaceae,2,32.81533,43.09531,32.81533,43.09531,11.66172,50.42623,23.86115,58.00178,Brassicales,Resedaceae,NA
Restionaceae,2,75.05148,96.75655,75.05148,96.75655,45.87053,92.01121,90.98625,102.22612,Poales,Restionaceae,NA
Rhabdodendraceae,2,11.53248,113.33971,11.53248,113.33971,1.95779,25.27085,102.46563,122.49319,Caryophyllales,Rhabdodendraceae,NA
Rhamnaceae,2,56.43814,76.27653,56.43814,76.27653,37.92005,74.06306,57.21858,92.17441,Rosales,Rhamnaceae,NA
Rhizophoraceae,3,49.34518,69.7165,49.34518,69.7165,24.41351,71.79099,50.74695,90.16853,Malpighiales,Rhizophoraceae,NA
Ripogonaceae,2,11.27439,57.61845,11.27439,57.61845,1.61243,28.52244,51.00014,68.83612,Liliales,Ripogonaceae,NA
Roridulaceae,2,18.02064,89.50007,18.02064,89.50007,4.82199,35.80165,85.49205,94.49037,Ericales,Roridulaceae,NA
Rosaceae,7,66.55809,102.12601,66.55809,102.12601,44.86992,89.47019,90.37636,113.46045,Rosales,Rosaceae,NA
Rousseaceae,2,67.00108,89.75888,67.00108,89.75888,39.52766,89.21239,79.99006,100.81771,Asterales,Rousseaceae,NA
Rubiaceae,8,64.4284,82.73323,64.4284,82.73323,49.9177,82.37328,72.66208,91.83631,Gentianales,Rubiaceae,NA
Ruppiaceae,2,13.61833,41.23612,13.61833,41.23612,2.36118,35.563,29.36598,52.36462,Alismatales,Ruppiaceae,NA
Rutaceae,6,42.13963,51.9341,42.13963,51.9341,30.28306,53.87751,36.51831,65.67139,Sapindales,Rutaceae,NA
Sabiaceae,2,75.38276,142.99116,75.38276,142.99116,32.86583,119.71753,140.2453,145.53109,Proteales,Sabiaceae,NA
Salicaceae,5,56.66586,69.8872,56.66586,69.8872,42.54376,74.71388,57.25552,84.34705,Malpighiales,Salicaceae,NA
Salvadoraceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Brassicales,Salvadoraceae,NA
Santalaceae,2,70.66418,93.76244,70.66418,93.76244,42.9775,93.66644,71.49649,110.03413,Santalales,Santalaceae,NA
Sapindaceae,2,37.27449,71.14564,37.27449,71.14564,15.47735,60.20611,55.63072,86.22173,Sapindales,Sapindaceae,NA
Sapotaceae,2,31.39109,101.23698,31.39109,101.23698,4.51478,76.1562,94.34957,107.89297,Ericales,Sapotaceae,NA
Sarcobataceae,1,NA,32.69983,NA,32.69983,NA,NA,18.85738,44.7337,Caryophyllales,Sarcobataceae,NA
Sarcolaenaceae,2,15.4543,38.61695,15.4543,38.61695,2.1995,31.97953,20.50829,58.20695,Malvales,Sarcolaenaceae,NA
Sarraceniaceae,2,39.79832,92.58274,39.79832,92.58274,5.53584,66.30215,86.81054,98.05824,Ericales,Sarraceniaceae,NA
Saururaceae,2,56.99288,83.79303,56.99288,83.79303,44.30173,77.34681,58.5234,108.89307,Piperales,Saururaceae,NA
Saxifragaceae,2,39.33735,62.61889,39.33735,62.61889,16.58962,67.13769,37.59781,84.52143,Saxifragales,Saxifragaceae,NA
Scheuchzeriaceae,1,NA,87.90864,NA,87.90864,NA,NA,75.16308,100.85569,Alismatales,Scheuchzeriaceae,NA
Schisandraceae,2,56.61014,118.9781,56.61014,118.9781,7.81543,95.88713,110.80006,130.14081,Austrobaileyales,Schisandraceae,NA
Schlegeliaceae,2,15.22436,39.00773,15.22436,39.00773,2.28118,31.35646,27.48634,53.95941,Lamiales,Schlegeliaceae,NA
Schoepfiaceae,2,54.30666,82.79489,54.30666,82.79489,32.85152,77.07647,64.37799,99.70095,Santalales,Schoepfiaceae,NA
Scrophulariaceae,7,53.30532,66.04468,53.30532,66.04468,38.78054,67.50537,58.1191,73.88156,Lamiales,Scrophulariaceae,NA
Setchellanthaceae,1,NA,79.65753,NA,79.65753,NA,NA,69.38554,88.43516,Brassicales,Setchellanthaceae,NA
Simaroubaceae,2,32.88045,51.9341,32.88045,51.9341,14.97153,49.43208,36.51831,65.67139,Sapindales,Simaroubaceae,NA
Simmondsiaceae,1,NA,108.66533,NA,108.66533,NA,NA,97.584,119.00389,Caryophyllales,Simmondsiaceae,NA
Siparunaceae,2,31.46271,87.66114,31.46271,87.66114,9.54849,54.55435,57.87366,111.62029,Laurales,Siparunaceae,NA
Sladeniaceae,2,59.74704,69.81413,59.74704,69.81413,27.17308,97.11874,37.80682,105.22896,Ericales,Sladeniaceae,NA
Smilacaceae,2,13.05557,78.41694,13.05557,78.41694,2.59837,28.31034,60.38435,94.86575,Liliales,Smilacaceae,NA
Solanaceae,17,57.65629,78.92965,57.65629,78.92965,52.22108,68.36702,66.91586,91.24213,Solanales,Solanaceae,NA
Sphaerosepalaceae,2,17.29328,59.71311,17.29328,59.71311,2.81374,37.97964,39.71298,78.91743,Malvales,Sphaerosepalaceae,NA
Sphenocleaceae,1,NA,57.47003,NA,57.47003,NA,NA,34.93077,79.7974,Solanales,Sphenocleaceae,NA
Stachyuraceae,2,4.44373,29.40079,4.44373,29.40079,0.52422,10.45613,15.40822,44.09905,Crossosomatales,Stachyuraceae,NA
Staphyleaceae,2,10.41742,39.13691,10.41742,39.13691,2.83454,20.77353,23.00871,61.47726,Crossosomatales,Staphyleaceae,NA
Stegnospermataceae,2,2.52895,82.80649,2.52895,82.80649,0.24743,6.21765,70.08084,95.0616,Caryophyllales,Stegnospermataceae,NA
Stemonaceae,2,41.16785,78.97614,41.16785,78.97614,11.84237,67.49094,56.88086,104.24815,Pandanales,Stemonaceae,NA
Stemonuraceae,2,24.52017,71.95361,24.52017,71.95361,8.66899,45.76734,45.39349,96.79094,Aquifoliales,Stemonuraceae,NA
Stilbaceae,2,34.476,58.74941,34.476,58.74941,10.0598,58.30057,44.45678,71.15799,Lamiales,Stilbaceae,NA
Strasburgeriaceae,2,21.98362,51.26457,21.98362,51.26457,7.10173,42.77607,19.39504,83.40618,Crossosomatales,Strasburgeriaceae,NA
Strelitziaceae,2,19.6562,47.04245,19.6562,47.04245,4.38313,37.81709,21.4797,73.17203,Zingiberales,Strelitziaceae,NA
Strombosiaceae,2,32.50481,126.62829,32.50481,126.62829,8.22272,65.21384,119.515,132.55931,Santalales,Strombosiaceae,NA
Stylidiaceae,2,65.81485,84.75691,65.81485,84.75691,33.34629,84.60677,74.54719,95.69068,Asterales,Stylidiaceae,NA
Styracaceae,2,43.84848,73.89599,43.84848,73.89599,12.63653,71.56976,54.29059,90.4175,Ericales,Styracaceae,NA
Surianaceae,2,40.29827,85.45756,40.29827,85.45756,13.04827,66.3076,66.32154,102.40506,Fabales,Surianaceae,NA
Symplocaceae,2,7.44317,86.58866,7.44317,86.58866,0.001,24.28542,72.04129,98.69287,Ericales,Symplocaceae,NA
Taccaceae,2,20.82954,63.41833,20.82954,63.41833,3.98274,42.884,42.52923,84.69123,Dioscoreales,Taccaceae,NA
Talinaceae,2,21.92021,37.32876,21.92021,37.32876,7.59593,36.03871,28.58066,50.07991,Caryophyllales,Talinaceae,NA
Tamaricaceae,2,33.82121,60.76876,33.82121,60.76876,11.36448,55.57839,38.07504,87.04797,Caryophyllales,Tamaricaceae,NA
Tapisciaceae,2,34.97306,46.63631,34.97306,46.63631,11.25735,57.30521,26.81236,73.91437,Huerteales,Tapisciaceae,NA
Tecophilaeaceae,2,43.08011,73.3314,43.08011,73.3314,17.2979,68.86813,44.86367,94.19002,Asparagales,Tecophilaeaceae,NA
Tetracarpaeaceae,1,NA,63.7268,NA,63.7268,NA,NA,40.64039,83.63935,Saxifragales,Tetracarpaeaceae,NA
Tetrachondraceae,2,36.86007,78.97064,36.86007,78.97064,15.07442,59.9179,68.78241,87.99489,Lamiales,Tetrachondraceae,NA
Tetramelaceae,2,23.44985,58.89387,23.44985,58.89387,3.86735,44.74953,37.60578,77.24895,Cucurbitales,Tetramelaceae,NA
Tetrameristaceae,2,26.56549,42.67379,26.56549,42.67379,12.29427,42.22703,23.31622,65.35525,Ericales,Tetrameristaceae,NA
