,No_tips,Crown_treePL,Stem_treePL,Crown_BEAST,Stem_BEAST,Crown_minHPD,Crown_maxHPD,Stem_minHPD,Stem_maxHPD,Order,Family,Subfamily
Paeoniaceae,2,10.00324,141.74324,11.42614,104.46103,3.05807,22.53494,89.56013,119.88883,Saxifragales,Paeoniaceae,NA
Pandaceae,2,78.39976,134.63586,40.11819,86.22284,15.59655,71.24403,66.86647,101.53425,Malpighiales,Pandaceae,NA
Pandanaceae,2,70.09288,118.29261,21.73536,60.41125,7.10963,40.07581,35.25356,84.70453,Pandanales,Pandanaceae,NA
Papaveraceae,2,111.21574,144.32921,88.58891,135.84911,50.45057,128.60485,120.56388,147.77842,Ranunculales,Papaveraceae,NA
Paracryphiaceae,2,108.46685,138.00948,49.61563,97.62419,11.91171,90.6043,83.63456,108.43982,Paracryphiales,Paracryphiaceae,NA
Passifloraceae,3,87.00576,136.93361,55.60572,85.67151,33.81016,74.46789,72.85401,97.09247,Malpighiales,Passifloraceae,NA
Paulowniaceae,1,NA,111.36835,NA,54.10236,NA,NA,46.6784,60.8256,Lamiales,Paulowniaceae,NA
Pedaliaceae,2,66.47641,115.59662,23.83022,57.35599,4.04045,46.57145,42.93708,68.50392,Lamiales,Pedaliaceae,NA
Peltantheraceae,1,NA,111.13512,NA,59.43948,NA,NA,44.42521,75.25897,Lamiales,Peltantheraceae,NA
Penaeaceae,2,31.6956,38.86701,23.29721,32.10234,9.44507,38.83348,16.48413,48.66716,Myrtales,Penaeaceae,NA
Pennantiaceae,2,19.23809,126.04962,8.65455,80.78597,1.73134,18.66996,64.82236,94.1644,Apiales,Pennantiaceae,NA
Pentadiplandraceae,1,NA,81.39347,NA,51.89897,NA,NA,39.26897,64.08475,Brassicales,Pentadiplandraceae,NA
Pentaphragmataceae,1,NA,124.97466,NA,94.17324,NA,NA,87.15161,102.50325,Asterales,Pentaphragmataceae,NA
Pentaphylacaceae,2,105.12828,127.85374,47.69661,74.58053,15.01355,85.82271,42.07463,104.62254,Ericales,Pentaphylacaceae,NA
Penthoraceae,2,5.54091,74.32511,3.72314,40.36736,0.70962,8.35948,22.59703,57.96427,Saxifragales,Penthoraceae,NA
Peraceae,2,101.83111,113.00932,50.69011,65.22155,28.98707,71.4007,50.7228,81.93212,Malpighiales,Peraceae,NA
Peridiscaceae,2,76.43246,144.88714,48.15396,115.89069,13.83927,88.68308,100.08838,130.32318,Saxifragales,Peridiscaceae,NA
Petenaeaceae,1,NA,115.43087,NA,60.03767,NA,NA,30.59211,90.90922,Huerteales,Petenaeaceae,NA
Petermanniaceae,1,NA,130.94137,NA,93.19514,NA,NA,74.19125,113.73417,Liliales,Petermanniaceae,NA
Petiveriaceae,2,50.25878,68.75888,22.93434,37.57804,11.23894,36.82724,26.11241,48.43528,Caryophyllales,Petiveriaceae,NA
Petrosaviaceae,2,130.10042,148.05291,82.77778,138.49474,31.34217,133.0424,133.8098,142.97363,Petrosaviales,Petrosaviaceae,NA
Phellinaceae,2,21.78434,111.86045,10.41738,67.15437,1.70336,22.67156,40.56101,86.77484,Asterales,Phellinaceae,NA
Philesiaceae,2,20.69113,63.54827,15.36734,56.95422,3.19904,32.08996,51.00029,68.32617,Liliales,Philesiaceae,NA
Philydraceae,2,45.70202,116.40717,34.03903,89.59734,12.23385,63.10531,71.93055,105.54377,Commelinales,Philydraceae,NA
Phrymaceae,2,91.40314,112.62219,37.79535,55.93175,20.08423,55.56541,49.26611,63.26112,Lamiales,Phrymaceae,NA
Phyllanthaceae,4,111.87476,121.73579,62.60055,75.79696,42.79456,80.8553,55.31946,93.66,Malpighiales,Phyllanthaceae,NA
Phyllonomaceae,2,3.96741,86.0585,8.17374,44.09721,0.21052,20.33862,23.67904,71.94866,Aquifoliales,Phyllonomaceae,NA
Physenaceae,1,NA,72.66705,NA,56.36833,NA,NA,21.49723,86.09476,Caryophyllales,Physenaceae,NA
Phytolaccaceae,2,68.6054,71.9589,35.04872,42.23748,19.08401,49.93536,31.62593,53.19906,Caryophyllales,Phytolaccaceae,NA
Picramniaceae,2,40.84845,147.71418,35.30696,119.66996,9.08994,77.44801,111.02757,127.59533,Pricramniales,Picramniaceae,NA
Picrodendraceae,2,55.65395,121.73579,33.78191,75.79696,13.44855,56.05804,55.31946,93.66,Malpighiales,Picrodendraceae,NA
Pinaceae,1,NA,200.89787,NA,63.75891,NA,NA,31.92277,109.77376,Pinales,Pinaceae,NA
Piperaceae,5,80.41564,106.04925,62.3135,87.90347,42.66718,82.46101,67.98987,110.97331,Piperales,Piperaceae,NA
Pittosporaceae,2,34.94194,94.56594,18.45724,57.59699,4.24157,36.31967,45.22848,70.71558,Apiales,Pittosporaceae,NA
Plantaginaceae,5,117.91253,120.24069,66.52997,71.45029,57.25717,75.82328,65.30041,78.61377,Lamiales,Plantaginaceae,NA
Platanaceae,2,58.22213,118.81551,29.04474,115.46007,6.66473,64.52941,107.70067,126.81513,Proteales,Platanaceae,NA
Plocospermataceae,1,NA,132.95151,NA,93.20571,NA,NA,84.0366,101.35828,Lamiales,Plocospermataceae,NA
Plumbaginaceae,2,59.53125,85.39929,46.25882,71.16036,24.83678,67.12643,51.47092,94.98644,Caryophyllales,Plumbaginaceae,NA
Poaceae,26,81.09092,94.70907,81.03094,86.49577,74.95627,86.50804,79.66516,93.25997,Poales,Poaceae,NA
Podostemaceae,2,54.66314,93.85119,37.35588,63.58487,22.55462,53.64689,51.0908,80.15071,Malpighiales,Podostemaceae,NA
Polemoniaceae,2,40.92521,126.06476,28.00099,87.94975,6.62846,44.61693,60.93486,109.67534,Ericales,Polemoniaceae,NA
Polygalaceae,2,55.23318,113.60905,46.70069,91.38878,20.29324,73.67968,74.17084,110.01315,Fabales,Polygalaceae,NA
Polygonaceae,4,57.0695,85.39929,45.13844,71.16036,24.21217,68.61924,51.47092,94.98644,Caryophyllales,Polygonaceae,NA
Pontederiaceae,2,33.08138,106.23821,38.12698,74.36232,13.04972,70.54286,56.29567,92.83544,Commelinales,Pontederiaceae,NA
Portulacaceae,2,30.98203,66.06025,18.04475,35.2646,6.74316,31.50815,23.82974,46.03779,Caryophyllales,Portulacaceae,NA
Posidoniaceae,2,21.59912,55.81595,16.70619,48.76835,4.24431,32.12038,32.84961,64.94684,Alismatales,Posidoniaceae,NA
Potamogetonaceae,2,20.29737,56.46409,22.86793,50.63767,10.602,34.42706,35.8691,67.47445,Alismatales,Potamogetonaceae,NA
Primulaceae,8,91.23039,138.78331,69.84383,110.7781,49.84451,91.45192,102.92005,118.41688,Ericales,Primulaceae,NA
Proteaceae,5,69.01694,118.81551,49.4685,115.46007,30.76822,74.6463,107.70067,126.81513,Proteales,Proteaceae,NA
Putranjivaceae,2,13.91495,106.27879,11.27392,59.6362,1.99793,24.12448,28.36402,84.79152,Malpighiales,Putranjivaceae,NA
Quillajaceae,1,NA,116.49399,NA,95.94512,NA,NA,77.87405,114.21127,Fabales,Quillajaceae,NA
Rafflesiaceae,2,77.88719,137.34268,41.90752,84.31123,34.42942,51.1477,74.13197,94.99668,Malpighiales,Rafflesiaceae,NA
Ranunculaceae,8,95.9131,119.24009,79.82491,97.55808,60.68504,103.87593,78.44691,118.11327,Ranunculales,Ranunculaceae,NA
Rapateaceae,2,74.62859,132.92793,52.8271,116.0939,22.17165,87.87403,108.77671,123.37829,Poales,Rapateaceae,NA
Resedaceae,2,67.47855,73.1127,34.79163,42.91152,20.61725,51.34365,29.2486,58.08383,Brassicales,Resedaceae,NA
Restionaceae,2,106.60377,121.34575,76.27485,100.22631,48.7878,98.26416,91.83804,106.6482,Poales,Restionaceae,NA
Rhabdodendraceae,2,12.88736,127.55664,12.92297,115.57844,1.83993,31.18573,105.02065,125.94124,Caryophyllales,Rhabdodendraceae,NA
Rhamnaceae,2,89.23355,110.35214,55.16797,77.29502,37.83937,73.52163,58.56227,96.33655,Rosales,Rhamnaceae,NA
Rhizophoraceae,3,84.92919,109.67647,50.33733,69.9616,31.47571,71.35946,51.6923,91.35541,Malpighiales,Rhizophoraceae,NA
Ripogonaceae,2,33.97684,63.54827,11.522,56.95422,2.46431,26.26039,51.00029,68.32617,Liliales,Ripogonaceae,NA
Roridulaceae,2,19.63221,114.42386,16.7462,89.80695,2.18795,33.815,85.63021,94.73855,Ericales,Roridulaceae,NA
Rosaceae,7,101.39287,132.84558,66.01046,103.51539,43.84046,91.90863,89.22803,117.239,Rosales,Rosaceae,NA
Rousseaceae,2,108.36459,124.99651,69.34371,91.45379,32.96113,91.72886,79.79255,102.10477,Asterales,Rousseaceae,NA
Rubiaceae,8,102.33953,121.02379,59.73766,87.1767,46.12888,80.98751,75.23569,96.9208,Gentianales,Rubiaceae,NA
Ruppiaceae,2,5.08216,53.151,12.59069,42.32739,2.49819,26.51643,26.10997,57.85741,Alismatales,Ruppiaceae,NA
Rutaceae,6,61.13435,71.26401,43.10116,53.84175,28.30746,58.21863,38.63905,69.44143,Sapindales,Rutaceae,NA
Sabiaceae,2,108.04955,153.08087,75.0527,147.30534,39.11907,131.14172,144.28151,150.48369,Proteales,Sabiaceae,NA
Salicaceae,5,96.83414,117.83697,57.28397,70.84918,39.51469,73.34776,54.88678,87.03482,Malpighiales,Salicaceae,NA
Salvadoraceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Brassicales,Salvadoraceae,NA
Santalaceae,2,119.34408,135.29748,73.85007,95.67179,50.14154,95.48438,74.48806,113.53025,Santalales,Santalaceae,NA
Sapindaceae,2,59.80519,95.18115,38.24534,72.90886,16.41398,59.24217,57.10303,89.67798,Sapindales,Sapindaceae,NA
Sapotaceae,2,81.48421,136.27372,36.70818,102.56258,7.75064,78.05418,95.90018,109.89939,Ericales,Sapotaceae,NA
Sarcobataceae,1,NA,64.98086,NA,32.12778,NA,NA,20.23642,42.61654,Caryophyllales,Sarcobataceae,NA
Sarcolaenaceae,2,25.92738,58.78732,14.55307,34.56551,2.53561,29.51005,21.08091,48.92183,Malvales,Sarcolaenaceae,NA
Sarraceniaceae,2,66.98561,121.94447,43.39434,93.2129,16.24172,71.93093,87.92531,98.89877,Ericales,Sarraceniaceae,NA
Saururaceae,2,72.84791,106.04925,60.00682,87.90347,44.30049,82.63864,67.98987,110.97331,Piperales,Saururaceae,NA
Saxifragaceae,2,91.17567,123.50686,39.41205,64.89438,17.74897,63.97675,41.87478,88.30629,Saxifragales,Saxifragaceae,NA
Scheuchzeriaceae,1,NA,93.98548,NA,91.17659,NA,NA,72.32646,108.99423,Alismatales,Scheuchzeriaceae,NA
Schisandraceae,2,72.0145,123.8647,55.30411,121.43976,18.82606,109.55268,110.80113,137.64875,Austrobaileyales,Schisandraceae,NA
Schlegeliaceae,2,59.88164,107.90849,15.28248,35.30903,2.9018,30.03404,22.79002,53.18053,Lamiales,Schlegeliaceae,NA
Schoepfiaceae,2,97.10332,129.35225,46.61046,80.94871,24.01904,73.38161,56.87497,101.99469,Santalales,Schoepfiaceae,NA
Scrophulariaceae,7,109.65475,119.14882,55.25018,68.58857,39.64424,69.04734,62.51164,75.95799,Lamiales,Scrophulariaceae,NA
Setchellanthaceae,1,NA,111.23203,NA,75.47719,NA,NA,63.31538,88.09384,Brassicales,Setchellanthaceae,NA
Simaroubaceae,2,54.5544,71.26401,36.24591,53.84175,16.04591,56.06157,38.63905,69.44143,Sapindales,Simaroubaceae,NA
Simmondsiaceae,1,NA,125.48183,NA,110.92227,NA,NA,100.89393,122.84945,Caryophyllales,Simmondsiaceae,NA
Siparunaceae,2,46.50816,133.08608,37.79199,88.7144,11.91632,69.63119,54.97886,112.1195,Laurales,Siparunaceae,NA
Sladeniaceae,2,121.5362,127.85374,63.29847,74.58053,27.45493,97.49851,42.07463,104.62254,Ericales,Sladeniaceae,NA
Smilacaceae,2,14.79552,103.95403,13.59199,78.65811,3.27706,27.25944,63.98957,94.9903,Liliales,Smilacaceae,NA
Solanaceae,17,71.73296,118.6816,57.13244,82.24883,52.22033,64.51708,71.8097,92.07775,Solanales,Solanaceae,NA
Sphaerosepalaceae,2,30.54581,110.69756,16.414,58.82186,3.35623,34.1062,41.53336,76.13701,Malvales,Sphaerosepalaceae,NA
Sphenocleaceae,1,NA,111.4941,NA,66.02866,NA,NA,46.55439,84.68649,Solanales,Sphenocleaceae,NA
Stachyuraceae,2,13.171,67.00617,4.19101,28.82088,0.42671,9.6558,11.843,44.91338,Crossosomatales,Stachyuraceae,NA
Staphyleaceae,2,21.48285,76.43094,11.32522,38.70258,2.80446,22.56782,23.29044,60.32115,Crossosomatales,Staphyleaceae,NA
Stegnospermataceae,2,3.49944,103.77116,2.51698,83.33835,0.31682,6.04852,71.76446,95.42935,Caryophyllales,Stegnospermataceae,NA
Stemonaceae,2,90.44157,129.50111,42.765,79.69113,13.09756,73.26221,52.04792,105.2806,Pandanales,Stemonaceae,NA
Stemonuraceae,2,35.08793,118.15412,25.93122,70.98463,8.39198,47.42586,45.59254,98.4416,Aquifoliales,Stemonuraceae,NA
Stilbaceae,2,97.09065,116.65438,39.25695,62.38763,10.40814,61.17627,52.76282,73.28414,Lamiales,Stilbaceae,NA
Strasburgeriaceae,2,54.88233,102.82806,23.50011,50.86542,6.09342,44.06904,23.23002,85.38458,Crossosomatales,Strasburgeriaceae,NA
Strelitziaceae,2,43.08912,79.03975,22.32379,52.26524,5.16255,43.97952,29.09282,75.65917,Zingiberales,Strelitziaceae,NA
Strombosiaceae,2,61.91555,149.29647,30.09656,129.72295,8.19744,61.33424,122.00994,136.91128,Santalales,Strombosiaceae,NA
Stylidiaceae,2,113.26159,120.75333,72.22426,85.9845,49.35668,89.47928,71.1758,99.11086,Asterales,Stylidiaceae,NA
Styracaceae,2,111.70618,128.58222,46.46677,78.23621,12.66358,75.92649,60.64557,93.77363,Ericales,Styracaceae,NA
Surianaceae,2,54.89081,110.91463,41.46367,86.13313,16.22477,65.73831,69.62319,104.51783,Fabales,Surianaceae,NA
Symplocaceae,2,0.2361,133.02052,7.87476,89.42761,0.00149,26.43603,74.52001,100.75605,Ericales,Symplocaceae,NA
Taccaceae,2,42.12389,119.00134,23.46962,63.70697,7.15404,44.31635,41.63286,87.57988,Dioscoreales,Taccaceae,NA
Talinaceae,2,47.58337,68.97991,23.23562,39.76449,6.7532,39.39001,28.811,51.14189,Caryophyllales,Talinaceae,NA
Tamaricaceae,2,45.73927,67.51075,33.8746,59.9211,11.53967,57.28956,31.67882,86.70821,Caryophyllales,Tamaricaceae,NA
Tapisciaceae,2,84.63151,98.89563,36.7241,49.57173,14.02763,61.8116,26.52128,75.77087,Huerteales,Tapisciaceae,NA
Tecophilaeaceae,2,74.15194,115.16782,43.21221,79.86701,16.65901,71.82198,58.22349,102.15797,Asparagales,Tecophilaeaceae,NA
Tetracarpaeaceae,1,NA,101.24039,NA,64.77038,NA,NA,48.01595,82.86234,Saxifragales,Tetracarpaeaceae,NA
Tetrachondraceae,2,68.00617,127.35949,39.23673,81.93931,12.83209,65.40393,74.69107,89.65344,Lamiales,Tetrachondraceae,NA
Tetramelaceae,2,56.54946,114.06843,26.13745,57.51432,8.36215,45.89692,34.74408,79.99823,Cucurbitales,Tetramelaceae,NA
Tetrameristaceae,2,49.913,69.68481,23.8725,39.97492,10.8695,40.0181,21.55078,59.95454,Ericales,Tetrameristaceae,NA
Theaceae,2,73.74021,134.14396,28.55604,94.6129,6.88038,56.08418,83.15214,105.49184,Ericales,Theaceae,NA
Thismiaceae,2,103.77397,119.00134,48.77878,63.70697,28.78766,69.18364,41.63286,87.57988,Dioscoreales,Thismiaceae,NA
Thomandersiaceae,2,35.12435,107.90849,12.69041,35.30903,2.88578,25.26207,22.79002,53.18053,Lamiales,Thomandersiaceae,NA
Thurniaceae,2,36.98889,108.35212,35.13204,94.4426,13.48192,63.04962,81.03716,107.18432,Poales,Thurniaceae,NA
Thymelaeaceae,2,71.35018,131.15572,43.11553,86.54425,24.45201,65.87722,74.29012,99.62658,Malvales,Thymelaeaceae,NA
Ticodendraceae,1,NA,69.27213,NA,39.52736,NA,NA,16.27038,64.16506,Fagales,Ticodendraceae,NA
Tofieldiaceae,2,80.50172,142.55061,44.27443,132.49448,14.62053,92.73867,120.6846,142.88795,Alismatales,Tofieldiaceae,NA
Torricelliaceae,2,59.22872,102.30993,30.4986,63.62158,12.54511,54.88399,48.91925,77.45166,Apiales,Torricelliaceae,NA
Tovariaceae,1,NA,87.09129,NA,60.01543,NA,NA,51.24211,71.86686,Brassicales,Tovariaceae,NA
Trigoniaceae,2,50.41206,87.79571,32.44728,60.74373,14.12127,56.41206,37.74339,82.50043,Malpighiales,Trigoniaceae,NA
Trimeniaceae,1,NA,123.8647,NA,121.43976,NA,NA,110.80113,137.64875,Austrobaileyales,Trimeniaceae,NA
Triuridaceae,2,73.27014,114.02526,32.01492,54.37021,12.45442,51.38225,30.71869,77.66894,Pandanales,Triuridaceae,NA
Trochodendraceae,2,33.4045,152.91858,19.91398,144.8239,5.68114,41.83258,141.37661,148.48287,Trochodendrales,Trochodendraceae,NA
Tropaeolaceae,2,29.79201,98.0678,21.59208,60.50355,5.79842,38.95438,34.4485,86.58016,Brassicales,Tropaeolaceae,NA
Typhaceae,2,72.683,132.60113,46.52416,110.07659,19.31183,81.98124,90.8908,123.45222,Poales,Typhaceae,NA
Ulmaceae,2,58.24848,107.41103,39.03632,82.48007,14.61391,67.63614,67.95314,98.13666,Rosales,Ulmaceae,NA
Urticaceae,8,61.84402,87.08726,51.42361,65.40092,37.96901,63.59878,51.1083,79.96432,Rosales,Urticaceae,NA
Vahliaceae,2,33.33882,140.65946,14.85458,107.26731,2.15741,31.05027,100.88223,115.10525,Vahliales,Vahliaceae,NA
Velloziaceae,2,85.77133,134.88599,52.34174,97.20759,23.33626,80.56855,70.18511,122.22609,Pandanales,Velloziaceae,NA
Verbenaceae,2,94.94106,106.38992,25.6658,33.72065,11.91632,44.16736,20.93224,51.8365,Lamiales,Verbenaceae,NA
Violaceae,2,97.09582,132.50367,47.87042,77.10992,27.26455,69.61916,54.47773,95.00448,Malpighiales,Violaceae,NA
Vitaceae,2,89.31403,151.38498,64.19782,135.33702,29.41893,113.0632,129.19688,139.94884,Vitales,Vitaceae,NA
Vochysiaceae,2,37.7314,99.63487,31.47535,72.68877,9.92326,55.93193,44.53279,98.1345,Myrtales,Vochysiaceae,NA
Wellstediaceae,2,31.39445,62.47344,22.63705,44.50912,10.21673,37.06743,27.15804,61.56267,Boraginales,Wellstediaceae,NA
Welwitschiaceae,1,NA,207.16772,NA,139.31741,NA,NA,87.46115,206.28993,Gnetales,Welwitschiaceae,NA
Winteraceae,2,41.33055,139.67006,34.00789,130.66202,8.89119,65.80377,125.00125,138.37547,Canellales,Winteraceae,NA
Xeronemataceae,1,NA,106.87644,NA,73.70141,NA,NA,59.90884,89.57242,Asparagales,Xeronemataceae,NA
Ximeniaceae,2,72.34738,147.41698,50.67304,119.65151,17.59465,95.69867,111.5273,127.812,Santalales,Ximeniaceae,NA
Xyridaceae,2,104.49392,128.00111,65.53,105.50871,31.05061,92.76763,97.03347,113.18942,Poales,Xyridaceae,NA
Zingiberaceae,3,38.53142,80.29928,36.44516,61.53942,20.39089,53.0692,47.833,78.05953,Zingiberales,Zingiberaceae,NA
Zosteraceae,2,31.08601,56.46409,28.3456,50.63767,13.51678,43.13183,35.8691,67.47445,Alismatales,Zosteraceae,NA
Zygophyllaceae,2,93.92727,106.62819,63.79309,82.17597,35.73802,99.56235,50.61399,117.1372,Zygophyllales,Zygophyllaceae,NA
Acalyphoideae,2,83.65547,92.21774,36.76587,45.7084,22.04845,50.02923,34.83103,57.93422,Malpighiales,Euphorbiaceae,Acalyphoideae
Acanthoideae,2,84.39363,93.47703,36.28113,46.92108,18.9228,50.63616,33.37083,59.63271,Lamiales,Acanthaceae,Acanthoideae
Acridocarpoideae,1,NA,38.80226,NA,28.70686,NA,NA,13.49511,45.4859,Malpighiales,Malpighiaceae,Acridocarpoideae
Actinostemmateae,1,NA,49.06456,NA,21.35127,NA,NA,7.94772,32.68196,Cucurbitales,Cucurbitaceae,Actinostemmateae
Adenoclineae,2,53.67115,89.54665,22.7508,41.69395,11.17437,37.99639,31.59308,53.10551,Malpighiales,Euphorbiaceae,Adenoclineae
Aethionemeae,2,17.5985,35.12942,16.26267,33.04345,6.53324,26.29195,24.5717,41.31695,Brassicales,Brassicaceae,Aethionemeae
Afrobrunnichia,1,NA,48.36249,NA,28.68681,NA,NA,8.00539,49.56603,Caryophyllales,Polygonaceae,Afrobrunnichia
Agapanthoideae,1,NA,78.55395,NA,33.54542,NA,NA,17.78544,49.50556,Asparagales,Amaryllidaceae,Agapanthoideae
Agavoideae,2,71.79247,83.92544,32.16005,42.78623,16.7494,46.31852,30.08896,56.66376,Asparagales,Asparagaceae,Agavoideae
Agdestidoideae,1,NA,68.6054,NA,35.04872,NA,NA,19.08401,49.93536,Caryophyllales,Phytolaccaceae,Agdestidoideae
Aizooideae,2,51.315,73.85494,25.9276,43.51568,8.99739,42.06847,29.90337,57.38865,Caryophyllales,Aizoaceae,Aizooideae
Ajugoideae,2,64.63543,83.59277,24.75884,37.24715,12.38466,36.84109,27.96774,45.8161,Lamiales,Lamiaceae,Ajugoideae
Alismae,1,NA,41.85945,NA,36.28776,NA,NA,17.78031,55.86659,Alismatales,Alismataceae,Alismae
Allioideae,1,NA,78.55395,NA,33.54542,NA,NA,17.78544,49.50556,Asparagales,Amaryllidaceae,Allioideae
Allyseae,2,25.56649,26.24071,20.59026,23.21037,11.8124,29.55853,15.58021,32.36049,Brassicales,Brassicaceae,Allyseae
Alpinieae,1,NA,26.18695,NA,21.59025,NA,NA,7.59678,36.06033,Zingiberales,Zingiberaceae,Alpinieae
AlsineaeCaryophylleae,2,49.85006,55.34666,36.2066,46.37024,22.02217,49.27167,34.31786,57.91166,Caryophyllales,Caryophyllaceae,AlsineaeCaryophylleae
Alstonieae,2,61.68544,79.67754,26.83183,45.17884,8.39333,45.53644,29.98643,63.94432,Gentianales,Apocynaceae,Alstonieae
Amaranthoideae,2,55.98121,68.93404,35.60303,53.58428,20.01083,55.30376,39.30867,65.46265,Caryophyllales,Amaranthaceae,Amaranthoideae
Amaryllidoideae,1,NA,82.12809,NA,41.82168,NA,NA,24.23002,57.03552,Asparagales,Amaryllidaceae,Amaryllidoideae
Ambavioideae,2,34.99731,81.4105,25.13705,56.96136,8.7727,45.10386,38.89135,81.54439,Magnoliales,Annonaceae,Ambavioideae
Amygdaloideae,3,79.5085,89.35232,40.76476,51.93262,21.50335,59.92101,30.24426,73.67732,Rosales,Rosaceae,Amygdaloideae
Amyridoideae,2,45.1038,47.30623,26.08758,30.55398,12.14332,38.88672,15.17588,43.04856,Sapindales,Rutaceae,Amyridoideae
Anaxagoreoideae,1,NA,95.48961,NA,71.40667,NA,NA,52.097,93.94546,Magnoliales,Annonaceae,Anaxagoreoideae
Angelonieae,1,NA,109.28658,NA,52.30844,NA,NA,35.84938,68.05111,Lamiales,Plantaginaceae,Angelonieae
Annonoideae,2,71.25359,79.71834,40.85518,52.8446,21.6112,64.81524,31.17312,76.07228,Magnoliales,Annonaceae,Annonoideae
Anomochlooideae,2,71.2715,81.09092,56.70409,81.03094,26.51084,79.73402,74.95627,86.50804,Poales,Poaceae,Anomochlooideae
Antidesmatoideae,2,79.18591,111.87476,32.40259,62.60055,15.10274,54.71303,42.79456,80.8553,Malpighiales,Phyllanthaceae,Antidesmatoideae
Antirrhineae,1,NA,107.74813,NA,54.2696,NA,NA,38.63815,67.35187,Lamiales,Plantaginaceae,Antirrhineae
Aphyllanthoideae,1,NA,83.92544,NA,42.78623,NA,NA,30.08896,56.66376,Asparagales,Asparagaceae,Aphyllanthoideae
Apioideae,2,44.57805,64.06929,20.09322,32.1023,10.64531,29.07767,23.07486,41.7365,Apiales,Apiaceae,Apioideae
Apostasioideae,2,60.49768,96.92147,56.38994,96.19453,28.05724,81.61277,75.72252,115.16001,Asparagales,Orchidaceae,Apostasioideae
APSA,2,73.19892,74.07764,35.04077,37.97189,21.1211,55.37275,23.3355,57.61306,Gentianales,Apocynaceae,APSA
Aptosimieae,1,NA,94.00025,NA,39.96172,NA,NA,24.63588,57.03676,Lamiales,Scrophulariaceae,Aptosimieae
Aralioideae,1,NA,71.22073,NA,33.21462,NA,NA,11.95215,49.52761,Apiales,Araliaceae,Aralioideae
Arbutoideae,2,35.40013,85.34753,24.24747,53.74081,8.958,40.50424,38.68726,69.21369,Ericales,Ericaceae,Arbutoideae
Arecoideae,2,35.57018,36.92378,14.61635,16.70819,6.08772,25.40922,8.40809,27.07433,Arecales,Arecaceae,Arecoideae
Aristeoideae,2,15.72028,53.52613,12.784,36.14533,3.25803,25.50245,22.97693,50.99885,Asparagales,Iridaceae,Aristeoideae
Aristidoideae,2,32.43558,45.33902,25.65308,42.25875,12.34512,36.84129,33.28694,51.44568,Poales,Poaceae,Aristidoideae
Aristolochioideae,1,NA,143.9556,NA,63.2475,NA,NA,34.59394,89.35329,Piperales,Aristolochiaceae,Aristolochioideae
Aroideae,2,51.92871,67.20917,30.19778,44.24084,12.74106,46.42947,26.17506,62.01367,Alismatales,Araceae,Aroideae
Arundinoideae,2,41.76006,43.79643,33.12393,37.00034,15.58446,47.81478,20.35387,51.1768,Poales,Poaceae,Arundinoideae
Asaroideae,1,NA,160.11328,NA,107.23956,NA,NA,78.05602,131.22884,Piperales,Aristolochiaceae,Asaroideae
Asparagoideae,2,31.73491,77.6354,17.56602,37.9878,6.81239,30.6348,25.69234,49.5861,Asparagales,Asparagaceae,Asparagoideae
Asphodeloideae,1,NA,80.78433,NA,42.11505,NA,NA,22.41987,59.65797,Asparagales,Asphodelaceae,Asphodeloideae
Aspidospermateae,2,60.40092,93.33353,31.35013,56.81995,10.91248,50.05312,40.59136,72.05265,Gentianales,Apocynaceae,Aspidospermateae
Asteroideae,2,41.84233,45.25047,11.37288,14.4436,5.58809,16.66971,9.67424,19.924,Asterales,Asteraceae,Asteroideae
Avicennioideae,2,35.31718,91.07888,19.78147,43.40753,6.30526,35.12543,29.48082,56.77071,Lamiales,Acanthaceae,Avicennioideae
Azorelloideae,2,65.32053,74.52739,29.24927,39.2812,17.53242,43.14071,29.79081,49.59217,Apiales,Apiaceae,Azorelloideae
Bambusoideae,2,39.69657,60.78256,28.15108,50.58713,5.80428,53.85963,29.67514,66.62149,Poales,Poaceae,Bambusoideae
Barnadesioideae,2,47.77959,72.15533,26.88194,47.23331,8.78006,48.46916,30.12211,67.26556,Asterales,Asteraceae,Barnadesioideae
Bellendenoideae,1,NA,62.95265,NA,39.44045,NA,NA,20.03857,63.63833,Proteales,Proteaceae,Bellendenoideae
Benthamielleae,2,3.3427,51.55346,5.50931,28.06276,0.5741,13.2037,16.59024,40.41455,Solanales,Solanaceae,Benthamielleae
Berberidoideae,1,NA,90.7749,NA,62.17795,NA,NA,31.03554,88.15629,Ranunculales,Berberidaceae,Berberidoideae
Betoideae,2,66.02682,69.27719,47.51533,53.78276,31.93614,63.67847,41.17438,66.89719,Caryophyllales,Amaranthaceae,Betoideae
Boehmerieae,2,27.58923,56.15413,22.64694,43.74935,6.36881,37.66439,28.77284,56.2287,Rosales,Urticaceae,Boehmerieae
Brandisia,1,NA,88.05644,NA,36.36163,NA,NA,27.8344,44.61693,Lamiales,Orobanchaceae,Brandisia
Brassicaea,2,24.84609,26.24071,18.46513,23.21037,5.88386,27.2882,15.58021,32.36049,Brassicales,Brassicaceae,Brassicaea
Brexiaceae,1,NA,45.1118,NA,26.40183,NA,NA,10.35407,45.86144,Celastrales,Celastraceae,Brexiaceae
Brocchinioideae,2,33.00371,44.10176,17.21773,26.22017,5.84669,28.88729,15.36152,37.70024,Poales,Bromeliaceae,Brocchinioideae
