,No_tips,Crown_treePL,Stem_treePL,Crown_BEAST,Stem_BEAST,Crown_minHPD,Crown_maxHPD,Stem_minHPD,Stem_maxHPD,Order,Family,Subfamily
Myrothamnaceae,2,9.50171,211.53494,8.44046,137.53553,1.17035,19.05298,87.11663,207.72239,Gunnerales,Myrothamnaceae,NA
Myrtaceae,4,86.33856,157.58858,82.9379,133.0386,60.90003,107.72586,101.9831,165.74424,Myrtales,Myrtaceae,NA
Mystropetalaceae,2,203.45554,214.84034,118.89255,150.40732,88.53368,148.17341,136.79901,165.33661,Santalales,Mystropetalaceae,NA
Namaceae,2,97.20228,122.92537,48.74271,78.28773,19.22948,73.60876,60.27283,98.50199,Boraginales,Namaceae,NA
Nartheciaceae,2,79.81171,222.85838,57.65951,169.16977,20.97345,91.65657,148.72719,190.98024,Dioscoreales,Nartheciaceae,NA
Nelumbonaceae,2,20.71258,231.86715,13.54407,184.30047,2.15709,26.64975,133.3474,225.24516,Proteales,Nelumbonaceae,NA
Nepenthaceae,2,38.63665,162.93194,28.51445,125.16716,4.93047,59.90523,93.26045,152.88724,Caryophyllales,Nepenthaceae,NA
Neuradaceae,2,23.55011,210.80745,28.14531,149.18246,5.23288,67.31493,132.35571,169.41003,Malvales,Neuradaceae,NA
Nitrariaceae,2,47.0696,132.5166,38.01396,110.54659,9.86254,67.58415,80.68471,139.19291,Sapindales,Nitrariaceae,NA
Nothofagaceae,2,52.68613,196.35671,41.86732,151.37216,14.33303,77.52482,127.71681,170.23704,Fagales,Nothofagaceae,NA
Nyctaginaceae,2,79.20074,90.27138,46.12383,62.49617,22.43465,64.25121,44.61138,78.54827,Caryophyllales,Nyctaginaceae,NA
Nymphaeaceae,3,NA,NA,NA,NA,NA,NA,NA,NA,Nymphaeales,Nymphaeaceae,NA
Nyssaceae,2,166.03655,200.56957,84.52567,118.31563,31.28865,121.31724,94.71984,142.88849,Cornales,Nyssaceae,NA
Ochnaceae,3,116.91836,206.45579,58.42175,125.01872,22.92884,89.23119,103.17839,149.45028,Malpighiales,Ochnaceae,NA
Octoknemaceae,1,NA,234.77652,NA,187.30664,NA,NA,171.58947,200.49158,Santalales,Octoknemaceae,NA
Olacaceae,2,161.35849,230.52601,87.1727,175.40964,40.55048,150.75388,147.08761,196.31944,Santalales,Olacaceae,NA
Oleaceae,3,117.40461,140.49104,61.30828,82.89119,37.66216,94.87817,50.91511,112.70529,Lamiales,Oleaceae,NA
Onagraceae,2,113.30712,136.68722,77.38334,112.00387,42.58958,111.3109,87.71137,144.51068,Myrtales,Onagraceae,NA
Oncothecaceae,2,9.66205,220.5261,4.78099,165.15112,0.9194,11.32388,134.6081,185.41423,Icacinales,Oncothecaceae,NA
Opiliaceae,2,85.55309,213.12395,55.96449,146.35105,18.19289,102.81935,108.44542,171.18028,Santalales,Opiliaceae,NA
Orchidaceae,10,159.1591,223.63287,136.7529,181.59488,112.8028,153.55626,168.01462,196.99893,Asparagales,Orchidaceae,NA
Orobanchaceae,15,163.72516,169.06122,73.61363,78.62177,62.57758,84.20177,66.95331,88.20572,Lamiales,Orobanchaceae,NA
Oxalidaceae,2,92.88106,107.17157,52.58205,80.02716,30.91495,71.49126,58.1791,105.46153,Oxalidales,Oxalidaceae,NA
Paeoniaceae,2,15.88348,223.88611,16.71563,151.62009,4.12544,33.82695,128.28418,168.78065,Saxifragales,Paeoniaceae,NA
Pandaceae,2,120.02659,208.05256,66.69287,132.79917,30.59634,109.97172,98.89797,155.90028,Malpighiales,Pandaceae,NA
Pandanaceae,2,90.33094,165.80994,67.28269,103.63235,56.00386,86.17534,75.43442,132.04742,Pandanales,Pandanaceae,NA
Papaveraceae,2,170.81407,224.40931,112.19048,204.69135,59.87042,176.3953,179.19268,227.04993,Ranunculales,Papaveraceae,NA
Paracryphiaceae,2,174.11871,215.10638,74.11296,153.27185,27.8813,142.67763,136.03248,172.70883,Paracryphiales,Paracryphiaceae,NA
Passifloraceae,3,130.99176,210.75919,77.48796,132.30413,56.98827,108.50439,117.28571,149.42571,Malpighiales,Passifloraceae,NA
Paulowniaceae,1,NA,169.06122,NA,78.62177,NA,NA,66.95331,88.20572,Lamiales,Paulowniaceae,NA
Pedaliaceae,2,94.82318,175.43088,34.18234,83.3583,9.94077,68.06799,64.76317,98.008,Lamiales,Pedaliaceae,NA
Peltantheraceae,1,NA,168.56394,NA,86.76149,NA,NA,63.14345,106.86598,Lamiales,Peltantheraceae,NA
Penaeaceae,2,49.35781,62.41196,33.62679,47.56422,14.33619,60.22774,19.78993,74.99998,Myrtales,Penaeaceae,NA
Pennantiaceae,2,30.36918,195.42311,12.90049,130.17164,1.72732,27.41511,111.53785,153.14694,Apiales,Pennantiaceae,NA
Pentadiplandraceae,1,NA,123.13686,NA,90.03339,NA,NA,66.53988,112.80881,Brassicales,Pentadiplandraceae,NA
Pentaphragmataceae,1,NA,193.73864,NA,124.53303,NA,NA,108.38485,142.60178,Asterales,Pentaphragmataceae,NA
Pentaphylacaceae,2,158.218,199.21422,83.43985,125.42778,32.82591,135.92515,84.37054,154.6643,Ericales,Pentaphylacaceae,NA
Penthoraceae,2,8.07186,108.10666,5.97376,79.73086,1.18773,13.80594,72.10076,91.63887,Saxifragales,Penthoraceae,NA
Peraceae,2,151.10531,168.36353,86.60359,107.37294,50.6608,112.60114,88.18519,131.47429,Malpighiales,Peraceae,NA
Peridiscaceae,2,118.14523,229.37232,61.23743,172.72788,18.51355,110.25742,144.56905,198.64839,Saxifragales,Peridiscaceae,NA
Petenaeaceae,1,NA,173.40676,NA,96.22109,NA,NA,51.9339,152.78046,Huerteales,Petenaeaceae,NA
Petermanniaceae,1,NA,191.75916,NA,137.96923,NA,NA,109.19767,164.27988,Liliales,Petermanniaceae,NA
Petiveriaceae,2,70.50195,96.00513,44.90136,72.22605,22.58908,69.08172,57.90887,85.59475,Caryophyllales,Petiveriaceae,NA
Petrosaviaceae,2,197.48143,232.32793,104.67471,206.32717,25.34943,186.09591,198.53607,214.77713,Petrosaviales,Petrosaviaceae,NA
Phellinaceae,2,34.85613,166.96589,17.58228,86.38437,2.77473,42.21381,59.30792,117.53362,Asterales,Phellinaceae,NA
Philesiaceae,2,22.23386,69.80159,21.74442,62.37489,5.75761,42.06845,51.01929,82.89889,Liliales,Philesiaceae,NA
Philydraceae,2,70.09002,179.61931,57.93197,135.27205,19.66554,92.92997,109.18153,158.56363,Commelinales,Philydraceae,NA
Phrymaceae,2,136.76671,171.0343,54.48839,81.34642,28.00579,82.9881,69.63708,91.64569,Lamiales,Phrymaceae,NA
Phyllanthaceae,4,170.50781,187.50243,101.27416,117.63694,74.08929,134.47593,90.39873,148.2335,Malpighiales,Phyllanthaceae,NA
Phyllonomaceae,2,21.8664,133.22501,12.84343,74.38696,0.36678,29.60837,51.61409,98.45216,Aquifoliales,Phyllonomaceae,NA
Physenaceae,1,NA,112.66248,NA,81.74702,NA,NA,37.67202,121.86196,Caryophyllales,Physenaceae,NA
Phytolaccaceae,2,97.31877,101.03874,76.94374,80.84021,72.10102,85.70726,73.59284,90.84767,Caryophyllales,Phytolaccaceae,NA
Picramniaceae,2,59.46846,233.33386,48.03533,188.63896,17.68258,90.07806,177.07927,199.30328,Pricramniales,Picramniaceae,NA
Picrodendraceae,2,84.29963,187.50243,55.56677,117.63694,28.1599,85.12955,90.39873,148.2335,Malpighiales,Picrodendraceae,NA
Pinaceae,1,NA,175.84213,NA,90.01589,NA,NA,62.66983,120.10326,Pinales,Pinaceae,NA
Piperaceae,5,109.33234,144.16565,101.19481,131.58749,74.65046,125.39839,94.89822,153.62235,Piperales,Piperaceae,NA
Pittosporaceae,2,54.61405,148.06172,37.78533,95.69682,13.33102,62.3554,78.18698,114.40206,Apiales,Pittosporaceae,NA
Plantaginaceae,5,181.67852,184.61772,97.20578,105.11458,82.172,110.77767,93.63887,116.19753,Lamiales,Plantaginaceae,NA
Platanaceae,2,98.73199,195.36293,77.21597,137.53791,56.00337,123.75524,107.74711,176.44149,Proteales,Platanaceae,NA
Plocospermataceae,1,NA,206.35039,NA,140.95483,NA,NA,126.38117,156.40668,Lamiales,Plocospermataceae,NA
Plumbaginaceae,2,88.19804,132.93981,63.17589,103.94802,38.72386,99.97081,66.23121,129.58654,Caryophyllales,Plumbaginaceae,NA
Poaceae,26,90.66043,115.52115,96.21178,109.82526,87.32314,105.90346,100.31163,120.25766,Poales,Poaceae,NA
Podostemaceae,2,83.65756,144.69971,53.95669,84.81135,39.16181,67.14186,72.72685,97.90469,Malpighiales,Podostemaceae,NA
Polemoniaceae,2,56.31085,197.77846,58.2316,139.77707,48.50548,78.36712,119.51381,161.68838,Ericales,Polemoniaceae,NA
Polygalaceae,2,77.54077,171.39352,74.32072,144.90841,56.09643,97.93872,120.20364,170.08296,Fabales,Polygalaceae,NA
Polygonaceae,4,86.38886,132.93981,68.68684,103.94802,37.53005,94.76099,66.23121,129.58654,Caryophyllales,Polygonaceae,NA
Pontederiaceae,2,50.42394,163.88171,45.70872,116.47658,16.93641,72.80294,86.87604,140.81458,Commelinales,Pontederiaceae,NA
Portulacaceae,2,34.05947,76.82747,23.94094,52.79714,10.94039,36.42445,35.68593,69.83806,Caryophyllales,Portulacaceae,NA
Posidoniaceae,2,36.59643,97.24522,28.53869,82.93288,8.74996,57.27119,66.00042,102.99403,Alismatales,Posidoniaceae,NA
Potamogetonaceae,2,40.01923,96.65047,41.97498,84.24604,22.25087,59.93813,63.97187,109.42617,Alismatales,Potamogetonaceae,NA
Primulaceae,8,151.365,218.99135,102.81056,163.45123,77.58522,131.61885,151.94998,176.03086,Ericales,Primulaceae,NA
Proteaceae,5,108.28057,195.36293,87.90455,137.53791,72.10098,113.98453,107.74711,176.44149,Proteales,Proteaceae,NA
Putranjivaceae,2,20.68615,165.24856,14.98804,100.2355,4.70935,30.7053,61.85415,142.00566,Malpighiales,Putranjivaceae,NA
Quillajaceae,1,NA,176.14189,NA,151.13174,NA,NA,123.15301,174.23849,Fabales,Quillajaceae,NA
Rafflesiaceae,2,96.12741,213.89461,64.94803,130.45471,55.36918,79.85619,115.87715,146.3094,Malpighiales,Rafflesiaceae,NA
Ranunculaceae,8,152.00846,182.24063,123.59166,147.76605,78.18953,156.59185,117.37265,175.33135,Ranunculales,Ranunculaceae,NA
Rapateaceae,2,115.46293,204.45648,70.61224,165.09926,20.09821,122.0981,153.49216,176.17712,Poales,Rapateaceae,NA
Resedaceae,2,100.81619,110.35527,57.34205,73.25829,30.70545,82.35668,45.01994,94.09032,Brassicales,Resedaceae,NA
Restionaceae,2,154.12821,173.9232,108.19534,137.24755,79.06941,133.21209,124.32883,150.25969,Poales,Restionaceae,NA
Rhabdodendraceae,2,18.91696,197.49459,22.97806,177.1733,4.66717,62.69213,165.1615,187.32137,Caryophyllales,Rhabdodendraceae,NA
Rhamnaceae,2,132.81446,165.32213,77.96708,114.33476,41.87498,112.77728,79.37393,140.88374,Rosales,Rhamnaceae,NA
Rhizophoraceae,3,132.02959,172.38467,81.49041,113.83203,50.30042,110.80007,83.73529,139.10195,Malpighiales,Rhizophoraceae,NA
Ripogonaceae,2,33.38914,69.80159,17.31453,62.37489,3.66433,36.82595,51.01929,82.89889,Liliales,Ripogonaceae,NA
Roridulaceae,2,35.34212,175.25052,47.89677,115.19861,33.91866,73.14247,98.80412,130.30437,Ericales,Roridulaceae,NA
Rosaceae,7,146.6031,204.78905,98.31659,159.34324,66.66358,128.93813,141.09808,176.07412,Rosales,Rosaceae,NA
Rousseaceae,2,171.43053,194.46282,98.30096,128.81207,69.80429,134.06804,110.5618,144.60363,Asterales,Rousseaceae,NA
Rubiaceae,8,152.19102,185.7163,94.50334,131.9177,74.16363,116.48647,119.72959,148.65153,Gentianales,Rubiaceae,NA
Ruppiaceae,2,9.43537,92.09623,18.88386,70.9434,6.99935,35.18469,50.68154,95.70197,Alismatales,Ruppiaceae,NA
Rutaceae,6,98.22821,112.10621,89.01733,103.95473,75.15459,109.48359,86.49108,121.11753,Sapindales,Rutaceae,NA
Sabiaceae,2,169.38111,242.3508,134.39732,226.5362,89.8057,191.17417,222.42675,230.70588,Proteales,Sabiaceae,NA
Salicaceae,5,137.93843,178.36401,100.10647,115.74375,80.91787,120.27737,97.06594,134.91987,Malpighiales,Salicaceae,NA
Salvadoraceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Brassicales,Salvadoraceae,NA
Santalaceae,2,185.68557,213.12395,88.64896,146.35105,45.73485,138.29574,108.44542,171.18028,Santalales,Santalaceae,NA
Sapindaceae,2,91.82045,147.10308,82.598,134.5181,56.0736,115.73225,111.15405,158.29459,Sapindales,Sapindaceae,NA
Sapotaceae,2,121.40338,215.08998,74.94878,148.16012,56.00059,108.09706,138.09545,157.82866,Ericales,Sapotaceae,NA
Sarcobataceae,1,NA,90.27138,NA,62.49617,NA,NA,44.61138,78.54827,Caryophyllales,Sarcobataceae,NA
Sarcolaenaceae,2,37.21917,93.80137,25.4393,60.26288,4.4018,51.16444,37.29986,83.21922,Malvales,Sarcolaenaceae,NA
Sarraceniaceae,2,101.47462,190.08037,69.77345,126.4733,34.77018,107.79633,112.03761,141.21162,Ericales,Sarraceniaceae,NA
Saururaceae,2,99.75333,144.16565,72.62687,131.58749,44.30075,113.38687,94.89822,153.62235,Piperales,Saururaceae,NA
Saxifragaceae,2,142.7755,193.64354,55.67259,93.4141,36.01915,75.87081,68.33759,121.2539,Saxifragales,Saxifragaceae,NA
Scheuchzeriaceae,1,NA,155.41428,NA,149.80274,NA,NA,127.52708,177.06178,Alismatales,Scheuchzeriaceae,NA
Schisandraceae,2,95.01706,158.43571,55.17,130.17721,22.42933,97.76045,110.81156,161.36539,Austrobaileyales,Schisandraceae,NA
Schlegeliaceae,2,81.88563,157.95294,25.10686,59.2203,5.41633,46.66519,43.3751,82.96046,Lamiales,Schlegeliaceae,NA
Schoepfiaceae,2,152.927,202.84565,83.65605,129.61158,55.18006,114.45871,102.37909,154.57214,Santalales,Schoepfiaceae,NA
Scrophulariaceae,7,163.3357,182.69192,83.09585,100.21902,63.76839,101.42313,89.40514,109.94688,Lamiales,Scrophulariaceae,NA
Setchellanthaceae,1,NA,173.32064,NA,129.68892,NA,NA,110.38514,149.42124,Brassicales,Setchellanthaceae,NA
Simaroubaceae,2,88.48065,112.10621,73.04596,103.95473,41.68159,98.21642,86.49108,121.11753,Sapindales,Simaroubaceae,NA
Simmondsiaceae,1,NA,192.80131,NA,169.3772,NA,NA,152.60628,182.08652,Caryophyllales,Simmondsiaceae,NA
Siparunaceae,2,61.79438,162.9921,47.02814,113.30873,17.40051,76.4776,81.48258,141.27577,Laurales,Siparunaceae,NA
Sladeniaceae,2,189.40605,199.21422,108.90598,125.42778,61.06426,147.85772,84.37054,154.6643,Ericales,Sladeniaceae,NA
Smilacaceae,2,19.13328,138.82502,20.54752,104.06726,5.72941,45.51916,66.10625,136.92404,Liliales,Smilacaceae,NA
Solanaceae,17,84.15585,190.92539,68.55189,127.77332,53.30448,85.52362,105.67679,145.71585,Solanales,Solanaceae,NA
Sphaerosepalaceae,2,44.37047,170.37539,26.39162,100.79125,4.86931,56.44676,73.98226,127.97207,Malvales,Sphaerosepalaceae,NA
Sphenocleaceae,1,NA,174.24891,NA,107.3251,NA,NA,76.70394,135.01954,Solanales,Sphenocleaceae,NA
Stachyuraceae,2,23.55389,99.80405,6.38675,64.50907,1.19935,15.47129,32.34674,100.98994,Crossosomatales,Stachyuraceae,NA
Staphyleaceae,2,56,118.50461,62.32989,89.76297,56.00052,77.24187,68.73593,118.63748,Crossosomatales,Staphyleaceae,NA
Stegnospermataceae,2,5.38458,152.00938,4.17757,132.31366,0.43614,10.12979,119.86773,146.43581,Caryophyllales,Stegnospermataceae,NA
Stemonaceae,2,130.76509,187.51668,74.74438,126.71941,37.92646,120.01153,96.97779,154.15113,Pandanales,Stemonaceae,NA
Stemonuraceae,2,52.68659,186.02853,36.49022,116.24357,13.73737,61.14747,75.82834,159.30534,Aquifoliales,Stemonuraceae,NA
Stilbaceae,2,145.14312,178.07201,46.26399,92.26453,10.58471,85.47742,80.3558,105.47545,Lamiales,Stilbaceae,NA
Strasburgeriaceae,2,81.32142,158.53934,34.66935,74.8129,12.33961,60.33682,38.20791,108.41769,Crossosomatales,Strasburgeriaceae,NA
Strelitziaceae,2,56.65104,99.80973,38.10375,85.40327,8.4523,65.72865,52.45872,116.6842,Zingiberales,Strelitziaceae,NA
Strombosiaceae,2,97.04428,236.53964,49.32357,200.17918,17.70186,99.37207,188.12246,210.00446,Santalales,Strombosiaceae,NA
Stylidiaceae,2,174.75834,185.91222,92.93271,108.13484,71.30549,111.92389,93.24962,124.96159,Asterales,Stylidiaceae,NA
Styracaceae,2,168.58964,203.43007,81.80816,114.55841,49.74749,108.39092,95.94217,136.25964,Ericales,Styracaceae,NA
Surianaceae,2,83.12103,166.75774,72.51055,137.65266,48.50236,103.60038,112.81984,162.86252,Fabales,Surianaceae,NA
Symplocaceae,2,52.67284,209.78048,66.95309,129.35998,47.806,101.8859,109.37724,146.60489,Ericales,Symplocaceae,NA
Taccaceae,2,60.77072,180.57712,33.43664,96.39966,7.54488,62.90877,69.50986,124.50611,Dioscoreales,Taccaceae,NA
Talinaceae,2,53.34552,80.41963,35.47391,60.64137,10.8877,61.75529,43.16066,81.96441,Caryophyllales,Talinaceae,NA
Tamaricaceae,2,71.39274,106.99346,44.95928,71.8777,16.27039,82.71489,33.43174,116.54252,Caryophyllales,Tamaricaceae,NA
Tapisciaceae,2,117.39418,139.22079,69.74467,88.54971,41.30053,103.48707,53.18228,121.34894,Huerteales,Tapisciaceae,NA
Tecophilaeaceae,2,104.56347,163.82619,63.50696,109.4741,27.11882,98.58562,70.94727,141.11502,Asparagales,Tecophilaeaceae,NA
Tetracarpaeaceae,1,NA,154.26015,NA,108.20272,NA,NA,90.36791,127.12919,Saxifragales,Tetracarpaeaceae,NA
Tetrachondraceae,2,101.64412,196.3193,57.78017,122.10086,28.53988,87.7712,109.31239,135.29866,Lamiales,Tetrachondraceae,NA
Tetramelaceae,2,54.48628,105.8264,47.37427,97.86436,20.06637,76.78137,73.17075,122.08001,Cucurbitales,Tetramelaceae,NA
Tetrameristaceae,2,81.51616,113.48809,43.872,73.18557,23.03018,63.81405,46.05543,96.08602,Ericales,Tetrameristaceae,NA
Theaceae,2,106.56407,211.79262,66.29381,135.85957,37.80497,107.74947,115.42162,151.10278,Ericales,Theaceae,NA
Thismiaceae,2,157.75299,180.57712,73.03822,96.39966,42.10886,104.2013,69.50986,124.50611,Dioscoreales,Thismiaceae,NA
Thomandersiaceae,2,50.23006,157.95294,18.42049,59.2203,6.50234,33.69357,43.3751,82.96046,Lamiales,Thomandersiaceae,NA
Thurniaceae,2,55.85844,168.89748,48.37229,136.24167,19.81807,82.55442,112.80381,157.914,Poales,Thurniaceae,NA
Thymelaeaceae,2,114.43357,208.20483,51.51695,140.78078,25.71063,83.6464,125.2346,157.21058,Malvales,Thymelaeaceae,NA
Ticodendraceae,1,NA,85.92402,NA,90.6292,NA,NA,83.60106,103.67909,Fagales,Ticodendraceae,NA
Tofieldiaceae,2,129.38638,225.40229,83.59071,204.59392,21.44187,171.43614,192.12477,215.54301,Alismatales,Tofieldiaceae,NA
Torricelliaceae,2,90.69428,157.96581,71.94185,106.10897,56.0175,93.2126,89.94687,122.98854,Apiales,Torricelliaceae,NA
Tovariaceae,1,NA,132.97384,NA,106.03742,NA,NA,92.28335,126.2843,Brassicales,Tovariaceae,NA
Trigoniaceae,2,80.59489,138.10696,51.72752,103.93658,27.59931,80.59045,76.64264,128.23055,Malpighiales,Trigoniaceae,NA
Trimeniaceae,1,NA,158.43571,NA,130.17721,NA,NA,110.81156,161.36539,Austrobaileyales,Trimeniaceae,NA
Triuridaceae,2,100.04036,159.46635,54.01658,93.19608,25.17631,84.0822,65.02076,124.79346,Pandanales,Triuridaceae,NA
Trochodendraceae,2,52.33802,241.93681,30.39501,222.73908,10.95048,61.14565,218.83015,226.93302,Trochodendrales,Trochodendraceae,NA
Tropaeolaceae,2,46.15462,153.18248,48.0836,106.80332,15.05687,94.00273,81.50847,130.98761,Brassicales,Tropaeolaceae,NA
Typhaceae,2,113.58697,203.79113,83.67301,151.5769,51.82324,125.15573,113.67289,178.65554,Poales,Typhaceae,NA
Ulmaceae,2,90.0078,162.59666,72.76717,125.01418,48.77312,106.1777,105.78895,141.08682,Rosales,Ulmaceae,NA
Urticaceae,8,99.76653,134.34213,78.96362,96.76618,67.16677,102.92451,82.459,111.48169,Rosales,Urticaceae,NA
Vahliaceae,2,47.4337,219.98783,26.11273,165.44171,4.63589,55.12312,149.9284,177.60433,Vahliales,Vahliaceae,NA
Velloziaceae,2,120.03417,200.70897,78.46019,148.67639,27.43024,123.67623,121.59078,173.13947,Pandanales,Velloziaceae,NA
Verbenaceae,2,138.84709,155.42778,45.03192,57.05535,28.21597,73.37335,42.43858,80.09645,Lamiales,Verbenaceae,NA
Violaceae,2,151.37602,206.06992,82.63254,120.74656,59.16475,107.91039,95.62312,144.43487,Malpighiales,Violaceae,NA
Vitaceae,2,141.04254,239.44428,115.70904,209.11009,61.89259,176.82247,203.00072,214.7996,Vitales,Vitaceae,NA
Vochysiaceae,2,59.3667,157.58858,58.24222,133.0386,23.13729,104.68448,101.9831,165.74424,Myrtales,Vochysiaceae,NA
Wellstediaceae,2,52.52816,98.01573,35.94965,70.30185,15.8227,56.80299,48.93957,102.11986,Boraginales,Wellstediaceae,NA
Welwitschiaceae,1,NA,210.60933,NA,192.81281,NA,NA,135.28964,238.37353,Gnetales,Welwitschiaceae,NA
Winteraceae,2,49.6256,189.69566,45.54642,154.69603,12.04455,97.80716,125.01548,185.58299,Canellales,Winteraceae,NA
Xeronemataceae,1,NA,149.04046,NA,108.20303,NA,NA,91.10903,123.80421,Asparagales,Xeronemataceae,NA
Ximeniaceae,2,114.78268,234.22312,77.4867,185.20043,38.95724,117.84556,172.37425,197.29481,Santalales,Ximeniaceae,NA
Xyridaceae,2,155.19068,194.60315,101.53859,145.88181,74.20747,125.98553,134.00624,157.64664,Poales,Xyridaceae,NA
Zingiberaceae,3,55.05465,112.32808,51.46955,84.1672,31.60097,71.62959,66.60962,105.32293,Zingiberales,Zingiberaceae,NA
Zosteraceae,2,53.19297,96.65047,46.59774,84.24604,19.90314,70.67486,63.97187,109.42617,Alismatales,Zosteraceae,NA
Zygophyllaceae,2,150.51704,170.21879,93.25902,119.95726,57.9761,139.40816,72.45065,164.61148,Zygophyllales,Zygophyllaceae,NA
Acalyphoideae,2,122.00644,135.37799,66.27197,82.30302,32.24849,88.66678,61.87301,96.74646,Malpighiales,Euphorbiaceae,Acalyphoideae
Acanthoideae,2,134.43395,148.10494,53.77377,68.70991,33.80586,73.65195,51.68849,84.93183,Lamiales,Acanthaceae,Acanthoideae
Acridocarpoideae,1,NA,58.8872,NA,43.61428,NA,NA,27.90559,69.51146,Malpighiales,Malpighiaceae,Acridocarpoideae
Actinostemmateae,1,NA,46.5668,NA,27.68548,NA,NA,12.13212,54.30066,Cucurbitales,Cucurbitaceae,Actinostemmateae
Adenoclineae,2,75.25297,131.76253,35.56708,76.65086,14.23669,54.76242,58.67839,91.61652,Malpighiales,Euphorbiaceae,Adenoclineae
Aethionemeae,2,29.36646,58.46637,32.60861,57.75978,16.39646,53.63716,42.32908,70.55825,Brassicales,Brassicaceae,Aethionemeae
Afrobrunnichia,1,NA,72.61706,NA,44.39668,NA,NA,19.47123,71.47997,Caryophyllales,Polygonaceae,Afrobrunnichia
Agapanthoideae,1,NA,110.7084,NA,58.31562,NA,NA,37.21611,77.49353,Asparagales,Amaryllidaceae,Agapanthoideae
Agavoideae,2,95.92557,113.10178,45.18862,65.54972,20.58506,67.21624,49.22465,81.62864,Asparagales,Asparagaceae,Agavoideae
Agdestidoideae,1,NA,97.31877,NA,76.94374,NA,NA,72.10102,85.70726,Caryophyllales,Phytolaccaceae,Agdestidoideae
Aizooideae,2,72.05939,103.03641,41.52507,74.11796,11.87479,68.53655,57.0876,92.72087,Caryophyllales,Aizoaceae,Aizooideae
Ajugoideae,2,96.6228,122.93499,36.17023,53.31141,21.08845,51.66278,41.36195,66.62439,Lamiales,Lamiaceae,Ajugoideae
Alismae,1,NA,66.69587,NA,58.6402,NA,NA,33.56717,88.60568,Alismatales,Alismataceae,Alismae
Allioideae,1,NA,110.7084,NA,58.31562,NA,NA,37.21611,77.49353,Asparagales,Amaryllidaceae,Allioideae
Allyseae,2,45.21633,46.22567,36.37801,40.24004,24.61006,47.68376,29.35361,50.53795,Brassicales,Brassicaceae,Allyseae
Alpinieae,1,NA,38.24997,NA,29.88059,NA,NA,12.47629,55.24768,Zingiberales,Zingiberaceae,Alpinieae
AlsineaeCaryophylleae,2,83.43493,92.80316,44.4746,67.26079,14.61483,69.49806,48.98303,83.2684,Caryophyllales,Caryophyllaceae,AlsineaeCaryophylleae
Alstonieae,2,84.50209,114.74833,34.26949,55.03528,9.97679,59.1519,36.19683,78.5281,Gentianales,Apocynaceae,Alstonieae
Amaranthoideae,2,82.78826,102.50548,54.13623,81.95975,32.54412,78.52141,59.31459,103.43682,Caryophyllales,Amaranthaceae,Amaranthoideae
Amaryllidoideae,1,NA,114.9525,NA,67.3302,NA,NA,46.82814,87.07532,Asparagales,Amaryllidaceae,Amaryllidoideae
Ambavioideae,2,47.80935,107.02815,37.58321,73.97898,15.95921,61.46853,55.33738,101.01719,Magnoliales,Annonaceae,Ambavioideae
Amygdaloideae,3,101.69599,121.1297,65.7153,80.14817,41.60368,95.13764,54.10336,112.64049,Rosales,Rosaceae,Amygdaloideae
Amyridoideae,2,74.4429,77.61364,62.03235,72.36522,39.32908,82.42873,66.00014,85.1625,Sapindales,Rutaceae,Amyridoideae
Anaxagoreoideae,1,NA,121.37983,NA,88.98773,NA,NA,68.73007,111.47132,Magnoliales,Annonaceae,Anaxagoreoideae
Angelonieae,1,NA,169.347,NA,76.33559,NA,NA,55.61046,96.74927,Lamiales,Plantaginaceae,Angelonieae
Annonoideae,2,93.77309,105.25075,55.86592,68.98714,28.53411,71.32629,45.63419,96.30423,Magnoliales,Annonaceae,Annonoideae
Anomochlooideae,2,77.75961,90.66043,71.4756,96.21178,51.4022,94.08895,87.32314,105.90346,Poales,Poaceae,Anomochlooideae
Antidesmatoideae,2,121.03157,170.50781,65.8178,101.27416,31.84844,109.56429,74.08929,134.47593,Malpighiales,Phyllanthaceae,Antidesmatoideae
Antirrhineae,1,NA,167.56456,NA,81.72351,NA,NA,64.37695,97.88273,Lamiales,Plantaginaceae,Antirrhineae
Aphyllanthoideae,1,NA,113.10178,NA,65.54972,NA,NA,49.22465,81.62864,Asparagales,Asparagaceae,Aphyllanthoideae
Apioideae,2,71.49097,99.10804,30.68972,50.96439,15.71258,46.89987,36.251,67.60811,Apiales,Apiaceae,Apioideae
Apostasioideae,2,101.45823,159.1591,67.86599,136.7529,38.06539,106.98394,112.8028,153.55626,Asparagales,Orchidaceae,Apostasioideae
APSA,2,103.8412,105.34952,37.69939,42.23845,20.3609,55.33764,25.7207,60.5477,Gentianales,Apocynaceae,APSA
Aptosimieae,1,NA,137.84386,NA,62.62222,NA,NA,39.63107,81.77963,Lamiales,Scrophulariaceae,Aptosimieae
Aralioideae,1,NA,110.0139,NA,68.93946,NA,NA,44.43586,90.01553,Apiales,Araliaceae,Aralioideae
Arbutoideae,2,60.11882,144.89428,31.87823,82.389,11.18422,53.7844,58.98286,101.29112,Ericales,Ericaceae,Arbutoideae
Arecoideae,2,63.49,65.05886,67.971,70.26156,63.49044,74.62175,63.94476,77.5114,Arecales,Arecaceae,Arecoideae
