,No_tips,Crown_treePL,Stem_treePL,Crown_BEAST,Stem_BEAST,Crown_minHPD,Crown_maxHPD,Stem_minHPD,Stem_maxHPD,Order,Family,Subfamily
Francoaceae,2,118.71325,144.69923,81.33569,117.46393,48.28481,108.33659,96.89336,134.48623,Geraniales,Francoaceae,NA
Frankeniaceae,2,10.04055,67.8309,17.92284,65.9139,4.05095,34.39411,40.29323,94.08734,Caryophyllales,Frankeniaceae,NA
Garryaceae,2,36.82553,111.53814,24.8828,75.77321,11.64038,43.59575,47.81471,100.92146,Garryales,Garryaceae,NA
Geissolomataceae,1,NA,105.41898,NA,60.63243,NA,NA,32.84032,93.01473,Crossosomatales,Geissolomataceae,NA
Gelsemiaceae,2,71.47363,112.20914,43.15927,86.87713,19.2265,68.94594,70.35426,104.312,Gentianales,Gelsemiaceae,NA
Gentianaceae,7,88.15908,112.29749,68.37581,86.99088,52.06539,82.51685,69.11903,103.69283,Gentianales,Gentianaceae,NA
Geraniaceae,2,82.21028,144.69923,71.20911,117.46393,35.9346,107.05587,96.89336,134.48623,Geraniales,Geraniaceae,NA
Gerrardinaceae,1,NA,116.56108,NA,67.06736,NA,NA,32.18642,102.51381,Huerteales,Gerrardinaceae,NA
Gesneriaceae,5,106.55035,115.97351,63.40707,75.77304,46.89913,79.95862,61.56427,87.27042,Lamiales,Gesneriaceae,NA
Ginkgoaceae,1,NA,273.07878,NA,127.35863,NA,NA,70.56125,181.12437,Ginkgoales,Ginkgoaceae,NA
Gisekiaceae,2,2.79336,83.83953,6.497,81.80712,0.23902,17.51333,75.64202,89.70443,Caryophyllales,Gisekiaceae,NA
Gnetaceae,1,NA,202.45828,NA,157.81809,NA,NA,100.88766,214.60663,Gnetales,Gnetaceae,NA
Gomortegaceae,1,NA,112.36367,NA,79.20873,NA,NA,38.06156,110.59783,Laurales,Gomortegaceae,NA
Goodeniaceae,2,76.05712,86.77665,60.17117,79.434,42.40237,76.74888,73.90478,85.43923,Asterales,Goodeniaceae,NA
Goupiaceae,1,NA,133.16761,NA,92.98457,NA,NA,67.99985,110.94297,Malpighiales,Goupiaceae,NA
Griseliniaceae,2,70.61225,105.96555,31.24925,86.35526,4.89713,70.4717,76.02594,97.03431,Apiales,Griseliniaceae,NA
Grossulariaceae,2,19.95902,124.04793,15.39303,80.42522,4.27525,31.67208,55.76394,111.18274,Saxifragales,Grossulariaceae,NA
Grubbiaceae,2,32.90192,93.98259,20.27948,67.01039,4.37342,38.41937,35.9318,96.92699,Cornales,Grubbiaceae,NA
Guamatelaceae,1,NA,88.92483,NA,52.68379,NA,NA,28.01552,72.56673,Crossosomatales,Guamatelaceae,NA
Gunneraceae,2,53.65982,135.59667,41.53082,104.46651,11.78794,78.96943,67.8295,143.19464,Gunnerales,Gunneraceae,NA
Gyrostemonaceae,2,10.36076,74.97247,14.40958,49.88214,3.65735,28.24661,31.75301,67.36324,Brassicales,Gyrostemonaceae,NA
Haemodoraceae,2,92.64821,106.78347,57.36643,80.56954,26.25384,86.73341,54.93989,105.09988,Commelinales,Haemodoraceae,NA
Halophytaceae,1,NA,66.92698,NA,42.68417,NA,NA,27.71506,59.32517,Caryophyllales,Halophytaceae,NA
Haloragaceae,2,31.50012,72.1,31.80781,76.00035,11.44552,52.58491,72.10022,82.60247,Saxifragales,Haloragaceae,NA
Hamamelidaceae,2,119.9228,130.96126,92.91264,98.76266,83.60136,105.45714,85.65545,113.27871,Saxifragales,Hamamelidaceae,NA
Hanguanaceae,2,35.59659,112.75553,38.37235,93.89711,12.83312,69.05389,68.76813,115.36439,Commelinales,Hanguanaceae,NA
Heliconiaceae,2,29.38611,90.94856,19.19043,78.46867,3.56939,58.72386,46.43083,104.62904,Zingiberales,Heliconiaceae,NA
Heliotropiaceae,2,61.00774,87.01341,36.49944,63.48474,9.27634,59.32147,53.00737,74.59381,Boraginales,Heliotropiaceae,NA
Helwingiaceae,2,13.39159,86.48667,9.35246,63.33618,1.81675,20.12696,44.15929,84.41931,Aquifoliales,Helwingiaceae,NA
Hernandiaceae,2,92.4165,121.57957,66.34457,102.58547,41.26799,89.66072,84.13901,116.09103,Laurales,Hernandiaceae,NA
Himantandraceae,1,NA,114.28517,NA,89.70855,NA,NA,40.8165,119.41614,Magnoliales,Himantandraceae,NA
Hoplestigmataceae,1,NA,69.41435,NA,38.61986,NA,NA,21.55368,53.36595,Boraginales,Hoplestigmataceae,NA
Huaceae,2,27.95709,144.8546,33.04022,124.35672,10.15988,65.19753,112.77998,133.72489,Oxalidales,Huaceae,NA
Humiriaceae,2,53.25832,136.56487,48.99383,103.51704,33.91859,73.95533,90.52527,115.06998,Malpighiales,Humiriaceae,NA
Hydatellaceae,2,33.63264,154.229,41.89438,145.63232,22.76539,65.16213,134.15829,154.22737,Nymphaeales,Hydatellaceae,NA
Hydrangeaceae,2,93.14591,111.93039,64.14846,75.22178,56.00155,77.33935,61.72553,90.23542,Cornales,Hydrangeaceae,NA
Hydrocharitaceae,2,61.92219,93.33365,69.88002,95.05884,55.92007,98.09411,71.33006,118.55609,Alismatales,Hydrocharitaceae,NA
Hydroleaceae,2,10.26174,112.3344,12.09617,67.97568,3.06314,25.75638,47.63574,91.98017,Solanales,Hydroleaceae,NA
Hydrophyllaceae,2,63.90078,93.93897,37.67051,71.58533,5.87355,60.38081,60.40619,84.58123,Boraginales,Hydrophyllaceae,NA
Hydrostachyaceae,2,30.38646,120.77596,30.22276,86.36625,9.56989,47.37099,70.27512,104.64183,Cornales,Hydrostachyaceae,NA
Hypericaceae,2,66.57581,95.75341,38.53113,66.6745,19.18619,55.06808,51.07086,80.80338,Malpighiales,Hypericaceae,NA
Hypoxidaceae,2,27.7722,82.88989,19.88647,48.19661,7.09763,37.08235,28.95129,70.98136,Asparagales,Hypoxidaceae,NA
Icacinaceae,2,135.90313,143.41876,98.89577,115.15119,60.74002,119.80469,79.0047,129.19788,Icacinales,Icacinaceae,NA
Iridaceae,11,89.67104,117.49277,81.07622,94.51248,65.465,98.84792,80.22322,109.2867,Asparagales,Iridaceae,NA
Irvingiaceae,2,36.35849,134.57148,31.63213,98.93955,11.30956,61.08059,77.13547,119.26793,Malpighiales,Irvingiaceae,NA
Iteaceae,2,112.1581,133.3204,66.91617,94.67408,48.01269,91.60293,74.01239,117.57418,Saxifragales,Iteaceae,NA
Ixioliriaceae,2,10.42136,116.31318,14.66254,88.09093,2.10626,30.62778,60.04796,111.3547,Asparagales,Ixioliriaceae,NA
Ixonanthaceae,2,38.12722,136.28242,33.56407,101.25233,8.55893,56.512,82.13312,117.49942,Malpighiales,Ixonanthaceae,NA
Joinvilleaceae,2,9.3501,98.41752,5.36168,97.98687,0.95726,11.59381,91.78517,104.22748,Poales,Joinvilleaceae,NA
Juglandaceae,2,64.4,94.60375,70.5083,87.88563,64.40002,82.30847,72.53041,99.44424,Fagales,Juglandaceae,NA
Juncaceae,2,61.86714,86.34163,54.17715,84.73802,32.93357,79.49736,68.02981,106.40148,Poales,Juncaceae,NA
Juncaginaceae,2,83.79032,91.81619,81.99447,103.29033,51.51399,108.19777,90.09618,116.6686,Alismatales,Juncaginaceae,NA
Kewaceae,2,6.79966,92.86144,11.71222,90.99157,2.25002,26.43149,83.31428,99.71244,Caryophyllales,Kewaceae,NA
Kirkiaceae,2,2.56399,100.10683,3.14481,93.9544,0.12367,9.11162,80.27754,104.99249,Sapindales,Kirkiaceae,NA
Koeberliniaceae,1,NA,96.64419,NA,70.73929,NA,NA,49.44991,87.25281,Brassicales,Koeberliniaceae,NA
Krameriaceae,1,NA,106.60581,NA,99.03009,NA,NA,67.66017,129.88163,Zygophyllales,Krameriaceae,NA
Lacistemataceae,2,21.79749,121.24226,15.29018,90.92457,3.06865,32.53091,76.78248,103.35531,Malpighiales,Lacistemataceae,NA
Lamiaceae,21,96.12725,115.54042,59.41873,70.29845,50.13905,68.716,63.42086,78.62941,Lamiales,Lamiaceae,NA
Lanariaceae,1,NA,82.88989,NA,48.19661,NA,NA,28.95129,70.98136,Asparagales,Lanariaceae,NA
Lardizabalaceae,2,89.70322,129.87769,62.73245,112.26578,41.2101,88.51722,93.1427,130.11118,Ranunculales,Lardizabalaceae,NA
Lauraceae,11,118.69023,124.91305,77.45139,111.80718,52.34139,106.16123,107.70116,119.1556,Laurales,Lauraceae,NA
Lecythidaceae,2,94.30687,136.91555,58.08991,110.23094,18.79751,99.1478,97.35996,121.20676,Ericales,Lecythidaceae,NA
Lentibulariaceae,2,84.5546,115.25676,38.65037,67.93992,21.94605,53.68164,56.61822,78.59198,Lamiales,Lentibulariaceae,NA
Lepidobotryaceae,2,19.91255,118.4742,22.84256,103.34996,5.58457,45.48884,83.33884,126.00377,Celastrales,Lepidobotryaceae,NA
Liliaceae,2,80.78577,101.34703,56.30309,80.67665,30.68733,87.82599,60.23042,114.3734,Liliales,Liliaceae,NA
Limeaceae,2,40.05308,100.88394,36.88345,91.17523,13.26054,69.67065,78.2583,105.94237,Caryophyllales,Limeaceae,NA
Limnanthaceae,2,23.30094,115.63809,27.59988,95.35852,9.77527,51.79235,84.17101,106.3037,Brassicales,Limnanthaceae,NA
Linaceae,2,63.18337,133.33398,37.60537,95.88907,11.35711,60.41987,78.32599,114.2546,Malpighiales,Linaceae,NA
Linderniaceae,2,104.11741,119.24715,55.09235,78.2431,28.82683,75.15057,70.73545,86.45125,Lamiales,Linderniaceae,NA
Loasaceae,2,80.3852,111.93039,32.92735,75.22178,8.39542,64.67793,61.72553,90.23542,Cornales,Loasaceae,NA
Loganiaceae,2,94.34204,112.29749,60.83293,86.99088,30.3661,85.07391,69.11903,103.69283,Gentianales,Loganiaceae,NA
Lophiocarpaceae,2,70.16935,94.24171,55.21719,93.0892,22.13436,86.76309,84.95044,102.10702,Caryophyllales,Lophiocarpaceae,NA
Lophopyxidaceae,1,NA,100.76409,NA,70.18725,NA,NA,38.15598,98.85266,Malpighiales,Lophopyxidaceae,NA
Loranthaceae,2,52.92485,139.0056,43.21275,102.83542,13.10309,82.82439,88.45319,117.36082,Santalales,Loranthaceae,NA
Lowiaceae,2,7.38947,78.63164,8.93818,59.50859,1.44502,19.87765,33.89339,85.6225,Zingiberales,Lowiaceae,NA
Lythraceae,2,72.1,98.27176,78.74906,94.58469,72.10005,91.00307,82.15639,106.54683,Myrtales,Lythraceae,NA
Macarthuriaceae,2,3.971,103.00169,5.69622,95.71782,0.57128,15.02997,68.97777,116.63527,Caryophyllales,Macarthuriaceae,NA
Magnoliaceae,2,78.47521,125.07673,47.38226,112.61009,6.50265,87.18966,99.36243,123.77188,Magnoliales,Magnoliaceae,NA
Malpighiaceae,3,56.74434,120.61198,54.56752,95.90396,35.17088,75.1216,70.25869,115.24566,Malpighiales,Malpighiaceae,NA
Malvaceae,17,84.24593,127.97544,76.10444,92.09024,67.42007,85.39314,82.50421,102.10787,Malvales,Malvaceae,NA
Marantaceae,2,49.68226,78.01723,37.54699,64.82017,12.72693,60.50299,40.52124,91.4113,Zingiberales,Marantaceae,NA
Marcgraviaceae,2,44.06957,74.26223,34.43437,64.50389,9.53899,57.05485,38.01764,89.46821,Ericales,Marcgraviaceae,NA
Martyniaceae,2,44.39822,110.69092,18.47707,59.69034,3.75828,39.69451,50.27357,71.34648,Lamiales,Martyniaceae,NA
Maundiaceae,1,NA,84.32128,NA,93.76187,NA,NA,82.57243,106.23234,Alismatales,Maundiaceae,NA
Mayacaceae,2,13.68721,130.96776,24.08207,120.28541,6.70933,46.34708,111.7196,128.86123,Poales,Mayacaceae,NA
Mazaceae,2,65.27461,114.36884,34.39818,68.05629,12.95062,56.49075,60.95523,76.6533,Lamiales,Mazaceae,NA
Melanthiaceae,2,107.07828,138.73343,72.76262,113.65308,36.71552,105.19446,94.64516,134.13486,Liliales,Melanthiaceae,NA
Melastomataceae,4,47.49701,87.1508,48.80006,82.70457,29.49617,68.41026,64.58104,101.57634,Myrtales,Melastomataceae,NA
Meliaceae,2,54.9618,90.11488,60.03534,91.78985,47.80003,75.66688,81.74664,102.65943,Sapindales,Meliaceae,NA
Menispermaceae,3,79.49489,128.47149,84.04665,116.2696,69.96748,100.61036,102.62635,129.14713,Ranunculales,Menispermaceae,NA
Menyanthaceae,2,88.9125,113.0604,59.5708,90.47232,36.4266,85.16971,83.09938,97.84064,Asterales,Menyanthaceae,NA
Metteniusaceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Metteniusales,Metteniusaceae,NA
Microteaceae,2,57.26984,103.00169,45.57441,95.71782,18.61485,79.30144,68.97777,116.63527,Caryophyllales,Microteaceae,NA
Misodendraceae,2,69.3593,128.81604,51.91766,90.8039,25.77119,80.72237,70.81541,107.15528,Santalales,Misodendraceae,NA
Mitrastemonaceae,2,5.67819,117.42937,18.91292,70.59001,5.12203,36.53329,49.90764,88.41839,Ericales,Mitrastemonaceae,NA
Molluginaceae,2,87.52259,96.64056,57.71904,80.45373,27.8436,81.20004,64.25232,98.33398,Caryophyllales,Molluginaceae,NA
Monimiaceae,2,96.17775,121.57957,77.94028,102.58547,52.22083,100.35681,84.13901,116.09103,Laurales,Monimiaceae,NA
Montiaceae,2,61.42482,77.717,43.22935,59.78816,19.26002,61.4895,45.88473,73.66406,Caryophyllales,Montiaceae,NA
Montiniaceae,2,54.0848,129.85037,51.16877,89.84757,18.06561,80.38513,70.81644,104.62985,Solanales,Montiniaceae,NA
Moraceae,2,57.03487,86.95334,55.9438,75.92926,47.80397,69.1761,58.51245,89.02893,Rosales,Moraceae,NA
Moringaceae,2,32.37058,106.33425,22.12745,80.63234,3.21903,50.14453,53.35727,104.55189,Brassicales,Moringaceae,NA
Muntingiaceae,2,114.28009,114.32591,53.9547,69.70903,27.47839,76.9044,50.6561,88.13821,Malvales,Muntingiaceae,NA
Musaceae,2,57.83825,94.03401,45.09625,91.11807,21.07005,72.68919,75.8794,108.48765,Zingiberales,Musaceae,NA
Myodocarpaceae,2,41.49903,88.44264,29.43811,69.99721,9.47991,50.13636,66.00068,77.22644,Apiales,Myodocarpaceae,NA
Myricaceae,2,64.88642,94.60375,47.47863,87.88563,11.27378,82.93891,72.53041,99.44424,Fagales,Myricaceae,NA
Myristicaceae,2,17.95133,140.61894,27.01123,130.1904,6.39896,50.35869,119.09766,141.54168,Magnoliales,Myristicaceae,NA
Myrothamnaceae,2,5.83696,135.59667,7.00554,104.46651,1.21679,17.3351,67.8295,143.19464,Gunnerales,Myrothamnaceae,NA
Myrtaceae,4,68.30791,107.30704,73.39568,97.59557,59.84295,87.12411,84.01418,111.97329,Myrtales,Myrtaceae,NA
Mystropetalaceae,2,128.36528,133.47241,77.65059,100.99489,51.62944,103.6341,89.64865,111.77276,Santalales,Mystropetalaceae,NA
Namaceae,2,71.20095,90.2979,42.80346,67.09253,17.90476,65.62334,55.66236,78.81797,Boraginales,Namaceae,NA
Nartheciaceae,2,46.75653,143.83746,49.37303,118.71708,12.4604,79.03792,102.9231,133.58101,Dioscoreales,Nartheciaceae,NA
Nelumbonaceae,2,13.09612,144.13414,11.00096,136.12169,2.41862,22.74961,120.95184,149.20932,Proteales,Nelumbonaceae,NA
Nepenthaceae,2,17.47598,108.74396,20.40751,88.20292,3.19461,45.06788,58.54875,111.94842,Caryophyllales,Nepenthaceae,NA
Neuradaceae,2,18.31325,134.78615,17.8871,109.12203,2.17084,36.71098,100.81188,117.47978,Malvales,Neuradaceae,NA
Nitrariaceae,2,34.89211,96.96545,36.06326,81.06373,11.75051,67.74372,57.35008,102.26312,Sapindales,Nitrariaceae,NA
Nothofagaceae,2,32.4219,133.86393,29.99661,116.57939,7.82202,64.87051,106.93036,126.96757,Fagales,Nothofagaceae,NA
Nyctaginaceae,2,59.55139,67.37222,42.89521,58.66985,24.33694,62.99854,42.68115,73.35927,Caryophyllales,Nyctaginaceae,NA
Nymphaeaceae,3,NA,NA,NA,NA,NA,NA,NA,NA,Nymphaeales,Nymphaeaceae,NA
Nyssaceae,2,108.16674,131.79859,69.33675,101.55485,20.06536,110.10813,83.63189,118.71242,Cornales,Nyssaceae,NA
Ochnaceae,3,76.34605,133.33398,45.19673,95.88907,26.18205,71.71002,78.32599,114.2546,Malpighiales,Ochnaceae,NA
Octoknemaceae,1,NA,148.32424,NA,127.02528,NA,NA,116.99788,136.1568,Santalales,Octoknemaceae,NA
Olacaceae,2,103.85777,145.81011,65.73278,118.57609,24.90291,104.66043,99.29562,133.75215,Santalales,Olacaceae,NA
Oleaceae,3,81.72683,97.01014,48.89664,61.85637,31.34949,67.66876,38.25077,86.20623,Lamiales,Oleaceae,NA
Onagraceae,2,81.80347,98.27176,63.96958,94.58469,26.35522,92.51194,82.15639,106.54683,Myrtales,Onagraceae,NA
Oncothecaceae,2,6.0412,141.25223,3.59247,114.59009,0.32795,8.91328,93.22502,129.86448,Icacinales,Oncothecaceae,NA
Opiliaceae,2,51.96202,135.92497,41.12674,100.95868,14.31436,76.7053,81.16742,119.06551,Santalales,Opiliaceae,NA
Orchidaceae,10,97.46679,144.25589,106.50863,133.38345,92.31378,118.31925,126.60743,140.48509,Asparagales,Orchidaceae,NA
Orobanchaceae,15,108.39429,111.72057,59.51573,63.42346,51.59393,66.81322,56.17911,72.26488,Lamiales,Orobanchaceae,NA
Oxalidaceae,2,57.49141,70.67809,33.28954,56.51276,13.75941,53.11898,32.6502,80.21049,Oxalidales,Oxalidaceae,NA
Paeoniaceae,2,9.95897,141.97652,13.99517,121.09292,1.85349,30.29945,108.8328,134.49211,Saxifragales,Paeoniaceae,NA
Pandaceae,2,77.18576,134.57148,45.17603,98.93955,11.88813,76.26847,77.13547,119.26793,Malpighiales,Pandaceae,NA
Pandanaceae,2,69.97415,119.40686,64.09553,85.31294,56.002,77.25011,66.19886,103.94492,Pandanales,Pandanaceae,NA
Papaveraceae,2,107.14152,144.40252,78.30479,138.49876,36.62643,115.67971,127.47289,148.86142,Ranunculales,Papaveraceae,NA
Paracryphiaceae,2,107.46195,138.38305,69.99478,110.43881,23.91231,107.99316,101.18225,119.75747,Paracryphiales,Paracryphiaceae,NA
Passifloraceae,3,84.46456,137.51024,63.80595,101.96509,45.2272,88.17175,92.38591,111.05187,Malpighiales,Passifloraceae,NA
Paulowniaceae,1,NA,111.72057,NA,63.42346,NA,NA,56.17911,72.26488,Lamiales,Paulowniaceae,NA
Pedaliaceae,2,66.79628,115.25676,27.64395,67.93992,6.3805,56.50335,56.61822,78.59198,Lamiales,Pedaliaceae,NA
Peltantheraceae,1,NA,113.40104,NA,67.82616,NA,NA,47.17225,84.56921,Lamiales,Peltantheraceae,NA
Penaeaceae,2,32.28713,39.85399,25.42674,36.84617,6.03996,46.37732,14.00678,57.89832,Myrtales,Penaeaceae,NA
Pennantiaceae,2,19.66625,126.35808,11.60281,96.3491,2.56647,24.34935,84.89236,105.80142,Apiales,Pennantiaceae,NA
Pentadiplandraceae,1,NA,83.6751,NA,62.64059,NA,NA,46.97779,79.89839,Brassicales,Pentadiplandraceae,NA
Pentaphragmataceae,1,NA,125.3244,NA,101.85653,NA,NA,93.10424,110.06781,Asterales,Pentaphragmataceae,NA
Pentaphylacaceae,2,104.76366,130.25526,70.1363,96.69331,38.03785,104.29722,70.53265,113.97525,Ericales,Pentaphylacaceae,NA
Penthoraceae,2,4.84428,72.1,5.15899,76.00035,0.88549,11.67569,72.10022,82.60247,Saxifragales,Penthoraceae,NA
Peraceae,2,101.10675,113.31964,55.03463,79.6609,24.30835,79.58899,64.20193,95.55012,Malpighiales,Peraceae,NA
Peridiscaceae,2,76.66673,145.26215,55.79483,131.87863,19.04533,96.5828,120.46062,144.1465,Saxifragales,Peridiscaceae,NA
Petenaeaceae,1,NA,116.56108,NA,67.06736,NA,NA,32.18642,102.51381,Huerteales,Petenaeaceae,NA
Petermanniaceae,1,NA,131.55738,NA,101.04134,NA,NA,79.70539,127.95184,Liliales,Petermanniaceae,NA
Petiveriaceae,2,53.16031,71.33775,39.67627,67.80014,16.73439,62.39959,55.25811,78.48267,Caryophyllales,Petiveriaceae,NA
Petrosaviaceae,2,131.60842,148.98273,72.16436,145.66828,25.41144,125.40647,141.85008,149.11202,Petrosaviales,Petrosaviaceae,NA
Phellinaceae,2,23.16043,112.42244,12.6095,71.81797,3.27357,26.59569,36.52664,95.02268,Asterales,Phellinaceae,NA
Philesiaceae,2,20.50619,61.2639,17.7212,58.54269,2.8746,34.84127,51.00039,71.70926,Liliales,Philesiaceae,NA
Philydraceae,2,47.30428,117.14649,36.90871,98.27907,10.00969,65.21948,76.93289,117.21823,Commelinales,Philydraceae,NA
Phrymaceae,2,91.37346,112.98145,42.94164,65.77834,16.41076,64.95362,58.72145,74.91191,Lamiales,Phrymaceae,NA
Phyllanthaceae,4,112.21929,122.08815,77.27496,91.05899,57.30775,103.78695,74.37301,111.44448,Malpighiales,Phyllanthaceae,NA
Phyllonomaceae,2,5.80549,86.48667,11.13951,63.33618,0.30695,28.20979,44.15929,84.41931,Aquifoliales,Phyllonomaceae,NA
Physenaceae,1,NA,73.12411,NA,62.78959,NA,NA,29.66882,94.74265,Caryophyllales,Physenaceae,NA
Phytolaccaceae,2,72.25927,74.96123,74.37569,76.46347,72.1001,78.82627,72.22037,82.65993,Caryophyllales,Phytolaccaceae,NA
Picramniaceae,2,38.0864,148.37315,37.38301,131.70147,6.42362,71.52374,126.73473,137.16466,Pricramniales,Picramniaceae,NA
Picrodendraceae,2,56.01678,122.08815,35.41592,91.05899,11.16997,67.32801,74.37301,111.44448,Malpighiales,Picrodendraceae,NA
Pinaceae,1,NA,199.44478,NA,79.23109,NA,NA,49.47235,112.01982,Pinales,Pinaceae,NA
Piperaceae,5,72.56525,96.11685,69.8528,94.96443,50.42834,89.93095,76.28498,123.2861,Piperales,Piperaceae,NA
Pittosporaceae,2,34.12849,94.83615,28.7014,77.4696,7.88986,51.61499,69.56743,85.78791,Apiales,Pittosporaceae,NA
Plantaginaceae,5,118.44535,120.52545,76.25352,82.33789,66.77972,87.91209,73.66264,90.40737,Lamiales,Plantaginaceae,NA
Platanaceae,2,59.92531,119.6057,72.09475,117.79222,56.00327,97.33998,107.70037,133.63361,Proteales,Platanaceae,NA
Plocospermataceae,1,NA,133.39155,NA,103.81622,NA,NA,92.58481,114.58893,Lamiales,Plocospermataceae,NA
Plumbaginaceae,2,57.0803,84.4635,49.42787,83.67439,26.56485,71.96646,66.00076,101.92329,Caryophyllales,Plumbaginaceae,NA
Poaceae,26,81.15471,94.69689,86.42239,93.46986,79.5125,92.99984,86.56542,98.67055,Poales,Poaceae,NA
Podostemaceae,2,55.59735,95.75341,45.84853,66.6745,27.14721,62.99362,51.07086,80.80338,Malpighiales,Podostemaceae,NA
Polemoniaceae,2,48.73984,129.10748,56.57962,93.39275,48.50029,68.10125,65.44556,117.69443,Ericales,Polemoniaceae,NA
Polygalaceae,2,56.81228,118.72968,70.38755,112.1724,56.00025,94.3678,98.39461,123.39468,Fabales,Polygalaceae,NA
Polygonaceae,4,57.20463,84.4635,50.15068,83.67439,31.74876,72.55992,66.00076,101.92329,Caryophyllales,Polygonaceae,NA
Pontederiaceae,2,33.9875,106.78347,33.42448,80.56954,9.45578,54.51105,54.93989,105.09988,Commelinales,Pontederiaceae,NA
Portulacaceae,2,30.05488,67.0068,18.60788,41.82341,5.90301,31.5623,27.80802,53.37456,Caryophyllales,Portulacaceae,NA
Posidoniaceae,2,32.22135,66.20299,23.90351,72.83563,5.03258,45.87291,66.00356,82.29165,Alismatales,Posidoniaceae,NA
Potamogetonaceae,2,24.0202,63.96487,33.02569,69.19075,16.74205,52.18844,55.39057,85.00998,Alismatales,Potamogetonaceae,NA
Primulaceae,8,92.04801,140.96326,84.28031,119.80008,62.49462,106.02885,113.71213,126.20544,Ericales,Primulaceae,NA
Proteaceae,5,72.1,119.6057,80.42791,117.79222,72.10245,93.27647,107.70037,133.63361,Proteales,Proteaceae,NA
Putranjivaceae,2,15.08508,100.76409,14.52976,70.18725,2.9996,31.90887,38.15598,98.85266,Malpighiales,Putranjivaceae,NA
Quillajaceae,1,NA,121.51446,NA,116.19699,NA,NA,103.12437,126.8796,Fabales,Quillajaceae,NA
Rafflesiaceae,2,61.79044,137.27913,47.11877,93.52751,36.66504,59.58616,80.13336,107.19183,Malpighiales,Rafflesiaceae,NA
Ranunculaceae,8,97.85208,118.49013,87.19436,104.98284,70.16879,104.09587,87.42803,121.51519,Ranunculales,Ranunculaceae,NA
Rapateaceae,2,72.87138,133.7283,49.88449,126.15946,9.58376,90.27226,118.27907,135.44638,Poales,Rapateaceae,NA
Resedaceae,2,68.45825,74.97247,39.49536,49.88214,22.1492,58.21205,31.75301,67.36324,Brassicales,Resedaceae,NA
Restionaceae,2,108.62081,121.98572,81.93389,108.96962,53.28388,106.61191,100.8049,117.60268,Poales,Restionaceae,NA
Rhabdodendraceae,2,12.46605,128.57359,14.49564,127.25652,3.11827,30.29077,119.67065,135.95844,Caryophyllales,Rhabdodendraceae,NA
Rhamnaceae,2,89.01802,109.81878,63.93315,88.41202,41.73083,88.54318,73.12023,102.36006,Rosales,Rhamnaceae,NA
Rhizophoraceae,3,85.62974,109.48388,67.44324,86.98252,50.71435,83.46574,69.6258,103.17033,Malpighiales,Rhizophoraceae,NA
Ripogonaceae,2,23.54156,61.2639,13.98965,58.54269,1.7522,38.92151,51.00039,71.70926,Liliales,Ripogonaceae,NA
Roridulaceae,2,33.9,118.20605,44.98869,94.81137,33.90447,63.18064,87.02792,102.62983,Ericales,Roridulaceae,NA
Rosaceae,7,101.00676,133.21343,76.36306,115.66262,55.22173,96.4333,104.98506,124.93276,Rosales,Rosaceae,NA
Rousseaceae,2,109.44203,125.29008,64.85111,100.35163,28.35085,94.55669,88.52965,111.09548,Asterales,Rousseaceae,NA
Rubiaceae,8,102.62061,121.0489,74.21285,101.95345,54.56126,93.29617,90.05478,115.19389,Gentianales,Rubiaceae,NA
Ruppiaceae,2,5.88341,62.92092,14.55329,63.10911,2.91266,29.58802,50.17918,76.57076,Alismatales,Ruppiaceae,NA
Rutaceae,6,78.66098,87.80292,79.44782,87.62449,71.16357,87.74267,77.5738,97.01304,Sapindales,Rutaceae,NA
Sabiaceae,2,110.84582,153.19645,110.07763,150.38108,89.82123,138.12755,148.89828,151.77311,Proteales,Sabiaceae,NA
Salicaceae,5,103.17861,121.24226,78.26322,90.92457,61.70568,91.01622,76.78248,103.35531,Malpighiales,Salicaceae,NA
Salvadoraceae,2,NA,NA,NA,NA,NA,NA,NA,NA,Brassicales,Salvadoraceae,NA
Santalaceae,2,119.68207,135.92497,76.1386,100.95868,36.27665,99.22443,81.16742,119.06551,Santalales,Santalaceae,NA
Sapindaceae,2,68.1396,107.04987,74.41451,104.25489,56.00091,96.73229,94.44978,113.13881,Sapindales,Sapindaceae,NA
Sapotaceae,2,84.90876,138.94981,71.05238,111.40355,56.00869,93.10286,104.7677,117.87039,Ericales,Sapotaceae,NA
Sarcobataceae,1,NA,67.37222,NA,58.66985,NA,NA,42.68115,73.35927,Caryophyllales,Sarcobataceae,NA
Sarcolaenaceae,2,22.29872,68.25652,20.82221,56.36715,3.13768,44.53722,36.90666,73.14188,Malvales,Sarcolaenaceae,NA
Sarraceniaceae,2,68.16017,126.56683,48.03122,100.22447,17.72225,79.22622,92.60616,108.61703,Ericales,Sarraceniaceae,NA
Saururaceae,2,69.89524,96.11685,60.53708,94.96443,44.30005,81.41138,76.28498,123.2861,Piperales,Saururaceae,NA
Saxifragaceae,2,90.0353,124.04793,52.06835,80.42522,22.20894,82.08282,55.76394,111.18274,Saxifragales,Saxifragaceae,NA
Scheuchzeriaceae,1,NA,103.01941,NA,114.63186,NA,NA,101.89719,128.2661,Alismatales,Scheuchzeriaceae,NA
