"","genus","richness","family","mico"
"13957","Agathelpis",6,"Scrophulariaceae","NM-AM"
"13958","Alonsoa",14,"Scrophulariaceae","AM"
"13959","Ameroglossum",1,"Scrophulariaceae","AM"
"13960","Anamaria",1,"Scrophulariaceae","NM-AM"
"13961","Androya",1,"Scrophulariaceae","AM"
"13962","Antherothamnus",1,"Scrophulariaceae","AM"
"13963","Anticharis",8,"Scrophulariaceae","AM"
"13964","Aptosimum",24,"Scrophulariaceae","AM"
"13965","Barthlottia",1,"Scrophulariaceae","AM"
"13966","Boelckea",1,"Scrophulariaceae","AM"
"13967","Bontia",1,"Scrophulariaceae","AM"
"13968","Buddleja",141,"Scrophulariaceae","AM"
"13969","Camptoloma",3,"Scrophulariaceae","AM"
