322,dipentodontaceae
323,tapisciaceae
324,neuradaceae
325,thymelaeaceae
326,malvaceae
327,cytinaceae
328,muntingiaceae
329,sphaerosepalaceae
330,bixaceae
331,cistaceae
332,sarcolaenaceae
333,dipterocarpaceae
334,akaniaceae
335,tropaeolaceae
336,caricaceae
337,moringaceae
338,setchellanthaceae
339,limnanthaceae
340,koeberliniaceae
341,bataceae
342,salvadoraceae
343,emblingiaceae
344,gyrostemonaceae
345,resedaceae
346,tovariaceae
347,pentadiplandraceae
348,capparaceae
349,cleomaceae
350,brassicaceae
351,zygophyllaceae
352,krameriaceae
353,quillajaceae
354,fabaceae
355,surianaceae
356,polygalaceae
357,cynomoriaceae
358,rosaceae
359,barbeyaceae
360,elaeagnaceae
361,rhamnaceae
362,dirachmaceae
363,ulmaceae
364,cannabaceae
365,moraceae
366,urticaceae
367,coriariaceae
368,corynocarpaceae
369,cucurbitaceae
370,tetramelaceae
371,begoniaceae
372,datiscaceae
373,apodanthaceae
374,anisophylleaceae
375,nothofagaceae
376,fagaceae
377,myricaceae
378,juglandaceae
379,casuarinaceae
380,ticodendraceae
381,betulaceae
382,lepidobotryaceae
383,celastraceae
384,huaceae
385,connaraceae
386,oxalidaceae
387,cunoniaceae
388,elaeocarpaceae
389,brunelliaceae
390,cephalotaceae
391,ctenolophonaceae
392,erythroxylaceae
393,rhizophoraceae
394,malpighiaceae
395,elatinaceae
396,linaceae
397,bonnetiaceae
398,clusiaceae
399,calophyllaceae
400,hypericaceae
401,podostemaceae
402,centroplacaceae
403,euphorbiaceae
404,rafflesiaceae
405,phyllanthaceae
406,picrodendraceae
407,balanopaceae
408,trigoniaceae
409,dichapetalaceae
410,chrysobalanaceae
411,euphroniaceae
412,putranjivaceae
413,lophopyxidaceae
414,pandaceae
415,humiriaceae
416,irvingiaceae
417,caryocaraceae
418,ochnaceae
419,ixonanthaceae
420,achariaceae
421,violaceae
422,passifloraceae
423,goupiaceae
424,lacistemataceae
425,salicaceae
426,ROOT/ALL SPECIES
427,cycadaceae        
428,cycadaceae     
429,cycadaceae
430,ginkgoaceae    
431,ephedraceae    
432,ephedraceae    
433,gnetaceae      
434,pinaceae       
435,araucariaceae  
436,araucariaceae
437,sciadopityaceae
438,cupressaceae
439,amborellaceae     
440,hydatellaceae     
441,hydatellaceae
442,cabombaceae 
443,austrobaileyaceae 
444,austrobaileyaceae
445,trimeniaceae  
446,chloranthaceae    
447,chloranthaceae    
448,canellaceae       
449,canellaceae     
450,canellaceae
451,lactoridaceae   
452,lactoridaceae   
453,aristolochiaceae
454,piperaceae 
455,myristicaceae     
456,myristicaceae  
457,magnoliaceae   
458,degeneriaceae  
459,degeneriaceae  
460,annonaceae   
461,calycanthaceae    
462,siparunaceae      
463,siparunaceae      
464,gomortegaceae     
465,monimiaceae  
466,hernandiaceae
467,acoraceae         
468,acoraceae       
469,araceae         
470,araceae         
471,tofieldiaceae   
472,alismataceae    
473,alismataceae    
474,hydrocharitaceae
475,scheuchzeriaceae
476,aponogetonaceae 
477,juncaginaceae   
478,zosteraceae     
479,zosteraceae     
480,posidoniaceae
481,ruppiaceae   
482,petrosaviaceae  
483,nartheciaceae   
484,nartheciaceae
485,nartheciaceae
486,burmanniaceae
487,triuridaceae 
488,velloziaceae 
489,stemonaceae  
490,pandanaceae  
491,melanthiaceae   
492,melanthiaceae   
493,melanthiaceae   
494,melanthiaceae   
495,petermanniaceae 
496,colchicaceae    
497,rhipogonaceae
498,rhipogonaceae
499,smilacaceae
500,corsiaceae     
501,orchidaceae     
502,orchidaceae     
503,boryaceae       
504,boryaceae      
505,blandfordiaceae
506,lanariaceae 
507,asteliaceae 
508,ixioliriaceae   
509,ixioliriaceae  
510,doryanthaceae   
511,iridaceae       
512,xeronemataceae  
513,xanthorrhoeaceae
514,amaryllidaceae
515,arecaceae       
516,arecaceae     
517,dasypogonaceae
518,commelinaceae 
519,commelinaceae 
520,commelinaceae
521,philydraceae  
522,haemodoraceae 
523,musaceae      
524,heliconiaceae 
525,heliconiaceae 
526,strelitziaceae
527,marantaceae  
528,marantaceae
529,zingiberaceae
530,typhaceae       
531,typhaceae   
532,rapateaceae     
533,xyridaceae      
534,xyridaceae   
535,xyridaceae   
536,mayacaceae 
537,thurniaceae
538,cyperaceae
539,anarthriaceae   
540,anarthriaceae   
541,centrolepidaceae
542,flagellariaceae
543,poaceae        
544,joinvilleaceae 
545,ceratophyllaceae  
546,eupteleaceae      
547,eupteleaceae    
548,papaveraceae    
549,lardizabalaceae 
550,lardizabalaceae 
551,menispermaceae
552,berberidaceae
553,sabiaceae         
554,nelumbonaceae     
555,nelumbonaceae
556,platanaceae
557,trochodendraceae  
558,buxaceae          
559,buxaceae     
560,gunneraceae       
561,gunneraceae   
562,dilleniaceae      
563,dilleniaceae      
564,aextoxicaceae     
565,aextoxicaceae     
566,opiliaceae        
567,opiliaceae     
568,opiliaceae    
569,opiliaceae 
570,loranthaceae  
571,misodendraceae
572,olacaceae      
573,tamaricaceae      
574,tamaricaceae      
575,tamaricaceae     
576,tamaricaceae  
577,tamaricaceae 
578,polygonaceae  
579,droseraceae      
580,nepenthaceae     
581,drosophyllaceae  
582,ancistrocladaceae
583,rhabdodendraceae  
584,simmondsiaceae    
585,asteropeiaceae    
586,asteropeiaceae
587,amaranthaceae     
588,amaranthaceae  
589,achatocarpaceae
590,stegnospermataceae
591,limeaceae        
592,lophiocarpaceae  
593,lophiocarpaceae
594,barbeuiaceae  
595,aizoaceae     
596,gisekiaceae   
597,phytolaccaceae
598,nyctaginaceae
599,molluginaceae    
600,basellaceae      
601,didiereaceae     
602,montiaceae       
603,montiaceae   
604,talinaceae       
605,portulacaceae    
606,anacampserotaceae
607,hydrostachyaceae  
608,hydrostachyaceae
609,cornaceae    
610,loasaceae    
611,loasaceae    
612,curtisiaceae
613,balsaminaceae     
614,balsaminaceae   
615,balsaminaceae   
616,marcgraviaceae  
617,lecythidaceae   
618,polemoniaceae   
619,polemoniaceae 
620,sapotaceae      
621,sapotaceae 
622,ebenaceae  
623,sladeniaceae    
624,sladeniaceae    
625,symplocaceae    
626,symplocaceae 
627,styracaceae  
628,sarraceniaceae  
629,sarraceniaceae
630,sarraceniaceae
631,actinidiaceae
632,clethraceae
633,cyrillaceae
634,mitrastemonaceae
635,stemonuraceae     
636,stemonuraceae     
637,stemonuraceae    
638,stemonuraceae    
639,phyllonomaceae
640,helwingiaceae
641,pentaphragmataceae
642,pentaphragmataceae
643,pentaphragmataceae
644,rousseaceae  
645,menyanthaceae 
646,menyanthaceae
647,goodeniaceae
648,asteraceae  
649,stylidiaceae  
650,alseuosmiaceae
651,argophyllaceae
652,escallioniaceae
653,bruniaceae     
654,bruniaceae    
655,paracryphiaceae
656,paracryphiaceae
657,adoxaceae     
658,pennantiaceae  
659,torricelliaceae
660,griseliniaceae
661,pittosporaceae
662,araliaceae    
663,myodocarpaceae
664,metteniusaceae   
665,metteniusaceae
666,metteniusaceae
667,garryaceae  
668,icacinaceae      
669,vahliaceae       
670,rubiaceae        
671,rubiaceae   
672,gentianaceae
673,loganiaceae 
674,gelsemiaceae
675,boraginaceae     
676,convolvulaceae   
677,convolvulaceae
678,convolvulaceae
679,montiniaceae  
680,hydroleaceae  
681,plocospermataceae
682,oleaceae        
683,oleaceae       
684,tetrachondraceae
685,calceolariaceae 
686,calceolariaceae
687,plantaginaceae  
688,scrophulariaceae
689,stilbaceae      
690,lamiaceae       
691,lamiaceae    
692,phrymaceae   
693,orobanchaceae
694,thomandersiaceae
695,thomandersiaceae
696,bignoniaceae    
697,bignoniaceae  
698,martyniaceae    
699,martyniaceae 
700,linderniaceae
701,lentibulariaceae
702,pedaliaceae
703,peridiscaceae     
704,peridiscaceae    
705,paeoniaceae      
706,paeoniaceae      
707,altingiaceae     
708,hamamelidaceae   
709,cercidiphyllaceae
710,iteaceae        
711,iteaceae       
712,grossulariaceae
713,crassulaceae    
714,aphanopetalaceae
715,tetracarpaeaceae
716,penthoraceae
717,vitaceae          
718,geraniaceae       
719,geraniaceae       
720,geraniaceae    
721,geraniaceae  
722,melianthaceae
723,combretaceae   
724,onagraceae     
725,onagraceae
726,myrtaceae      
727,myrtaceae   
728,melastomataceae
729,crypteroniaceae
730,alzateaceae
731,aphloiaceae       
732,aphloiaceae      
733,aphloiaceae      
734,geissolomataceae 
735,staphyleaceae   
736,guametalaceae   
737,stachyuraceae   
738,picramniaceae     
739,biebersteiniaceae 
740,biebersteiniaceae
741,nitrariaceae 
742,kirkiaceae   
743,kirkiaceae   
744,anacardiaceae
745,sapindaceae  
746,meliaceae    
747,rutaceae     
748,gerrardinaceae    
749,gerrardinaceae  
750,dipentodontaceae
751,neuradaceae       
752,neuradaceae      
753,thymelaeaceae    
754,malvaceae        
755,malvaceae    
756,cytinaceae   
757,sphaerosepalaceae
758,bixaceae        
759,cistaceae       
760,sarcolaenaceae  
761,akaniaceae        
762,akaniaceae   
763,caricaceae        
764,caricaceae 
765,setchellanthaceae 
766,limnanthaceae     
767,koeberliniaceae   
768,koeberliniaceae
769,bataceae     
770,emblingiaceae     
771,gyrostemonaceae   
772,gyrostemonaceae
773,tovariaceae       
774,pentadiplandraceae
775,capparaceae 
776,cleomaceae  
777,zygophyllaceae  
778,zygophyllaceae
779,quillajaceae    
780,quillajaceae    
781,quillajaceae
782,fabaceae    
783,surianaceae 
784,cynomoriaceae   
785,cynomoriaceae
786,rosaceae    
787,barbeyaceae 
788,barbeyaceae 
789,elaeagnaceae
790,rhamnaceae  
791,ulmaceae   
792,cannabaceae
793,moraceae  
794,coriariaceae    
795,coriariaceae    
796,coriariaceae   
797,coriariaceae   
798,cucurbitaceae
799,tetramelaceae
800,begoniaceae
801,apodanthaceae   
802,nothofagaceae 
803,fagaceae      
804,myricaceae    
805,myricaceae  
806,casuarinaceae 
807,ticodendraceae
808,lepidobotryaceae
809,lepidobotryaceae
810,huaceae         
811,huaceae       
812,connaraceae   
813,connaraceae
814,cunoniaceae   
815,elaeocarpaceae
816,brunelliaceae
817,ctenolophonaceae
818,ctenolophonaceae
819,ctenolophonaceae
820,erythroxylaceae
821,malpighiaceae 
822,malpighiaceae
823,linaceae      
824,bonnetiaceae  
825,bonnetiaceae
826,calophyllaceae
827,hypericaceae 
828,centroplacaceae 
829,centroplacaceae
830,euphorbiaceae
831,phyllanthaceae  
832,phyllanthaceae  
833,phyllanthaceae 
834,balanopaceae    
835,trigoniaceae    
836,trigoniaceae   
837,chrysobalanaceae
838,putranjivaceae 
839,putranjivaceae 
840,putranjivaceae 
841,pandaceae  
842,irvingiaceae   
843,irvingiaceae 
844,ochnaceae      
845,ixonanthaceae  
846,achariaceae    
847,violaceae      
848,violaceae     
849,goupiaceae     
