genus,species,mycorrhiza.type,number.of.plants.studied,family,myc.type.mujica,new.class,
Salpichlaena,Salpichlaena_volubilis,AM; no others,NA,Blechnaceae,AM,FERN,
Spicantopsis,Spicantopsis_amabilis,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Woodwardia,Woodwardia_japonica,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Woodwardia,Woodwardia_japonica,AM; others not addressed,2,Blechnaceae,AM,FERN,
Woodwardia,Woodwardia_orientalis,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Woodwardia,Woodwardia_unigemmata,AM; others not addressed,1,Blechnaceae,AM,FERN,
Jodina,Jodina_rhombifolia,AM; no others,3,Cervantesiaceae,AM,Santalaceae,
Jodina,Jodina_rhombifolia,AM; no others,3,Cervantesiaceae,AM,Santalaceae,
Jodina,Jodina_rhombifolia,non-mycorrhizal (checked for all types),NA,Cervantesiaceae,NM,Santalaceae,
Sedobassia,Sedobassia_sedoides,non-mycorrhizal (checked for all types),NA,Chenopodiaceae,NM,Amaranthaceae,*unsolved
Turania,Turania_sogdiana,non-mycorrhizal (checked for all types),NA,Chenopodiaceae,NM,Amaranthaceae,*unsolved
Turania,Turania_sogdiana,non-mycorrhizal (checked for all types),NA,Chenopodiaceae,NM,Amaranthaceae,*unsolved
Turania,Turania_sogdiana,non-mycorrhizal (checked for all types),NA,Chenopodiaceae,NM,Amaranthaceae,*unsolved
Comandra,Comandra_umbellata,AM; others not addressed,NA,Comandraceae,AM,Santalaceae,
Comandra,Comandra_umbellata,AM; no others,NA,Comandraceae,AM,Santalaceae,
Comandra,Comandra_umbellata,AM; no others,NA,Comandraceae,AM,Santalaceae,
Comandra,Comandra_umbellata,AM; no others,NA,Comandraceae,AM,Santalaceae,
Conocephalum,Conocephalum_conicum,AM; others not addressed,NA,Conocephalaceae,AM,Conocephalaceae,
Alangium,Alangium_chinense,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Alangium,Alangium_chinense,AM; no others,NA,Cornaceae,AM,Cornaceae,
Alangium,Alangium_platanifolium,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Alangium,Alangium_ridleyi,AM; no others,4,Cornaceae,AM,Cornaceae,
Alangium,Alangium_salviifolium,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_alba,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_alba,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_alba,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_alba,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_alternifolia,AM; no others,2,Cornaceae,AM,Cornaceae,
Cornus,Cornus_amomum,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_canadensis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_canadensis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_canadensis,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_controversa,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_controversa,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_controversa,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_florida,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_florida,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_hongkongensis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_kousa_subkousa,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_macrophylla,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_macrophylla,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_macrophylla,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_mas,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_officinalis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_officinalis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_officinalis,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_racemosa,AM; no others,5,Cornaceae,AM,Cornaceae,
Cornus,Cornus_racemosa,AM; no others,5,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sanguinea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sericea,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sericea,AM; no others,9,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sericea,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sericea,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_sericea,AM; no others,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_suecica,AM; others not addressed,NA,Cornaceae,AM,Cornaceae,
Cornus,Cornus_suecica,AM; others not addressed,9,Cornaceae,AM,Cornaceae,
Coula,Coula_edulis,AM; others not addressed,NA,Coulaceae,AM,Olacaceae,
Coula,Coula_edulis,AM; no others,NA,Coulaceae,AM,Olacaceae,
Minquartia,Minquartia_guianensis,AM; others not addressed,NA,Coulaceae,AM,Olacaceae,
Minquartia,Minquartia_guianensis,AM; no others,NA,Coulaceae,AM,Olacaceae,
Alsophila,Alsophila_erinacea,AM; no others,NA,Cyatheaceae,AM,FERN,
Alsophila,Alsophila_firma,AM; no others,NA,Cyatheaceae,AM,FERN,
Alsophila,Alsophila_paucifolia,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_aemula,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_bicrenata,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_bipinnatifida,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_boninsimensis,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_chinensis,AM; others not addressed,2,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_colensoi,AM; no others,4,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_dealbata,AM; no others,1,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_divergens,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_ewanii,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_gigantea,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_gigantea,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_gigantea,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_guentheriana,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_lasiosora,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_lepifera,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_medullaris,AM; no others,1,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_metteniana,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_nilgirensis,AM; others not addressed,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_podophylla,AM; others not addressed,2,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_quitensis,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_smithii,AM; no others,5,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_spinulosa,AM; others not addressed,2,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_tortuosa,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_tortuosa,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_tortuosa,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_tortuosa,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_tungurahuae,AM; no others,NA,Cyatheaceae,AM,FERN,
Cyathea,Cyathea_xenoxyla,AM; no others,NA,Cyatheaceae,AM,FERN,
Gymnosphaera,Gymnosphaera_gigantea,AM; others not addressed,2,Cyatheaceae,AM,FERN,
Sphaeropteris,Sphaeropteris_brunoniana,AM; others not addressed,2,Cyatheaceae,AM,FERN,
Araiostegia,Araiostegia_perdurans,AM; others not addressed,2,Davalliaceae,AM,FERN,
Davallia,Davallia_mariesii,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Davallia,Davallia_mariesii,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_auriculata,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_biserrata,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_cordifolia,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_cordifolia,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_cordifolia,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_cordifolia,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_cordifolia,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_exaltata,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_exaltata,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_falcata,AM; others not addressed,1,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_falcata,AM; no others,NA,Davalliaceae,AM,FERN,
Nephrolepis,Nephrolepis_multiflora,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Rumohra,Rumohra_adiantiformis,AM; no others,5,Davalliaceae,AM,FERN,
Rumohra,Rumohra_adiantiformis,AM; no others,NA,Davalliaceae,AM,FERN,
Rumohra,Rumohra_standishii,AM; others not addressed,NA,Davalliaceae,AM,FERN,
Rumohra,Rumohra_standishii,AM; no others,NA,Davalliaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_auriculata,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_dissecta,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_dissecta,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_hirsuta,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_melanostipes,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_pilosella,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_punctilobula,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_scabra,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Dennstaedtia,Dennstaedtia_wilfordii,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Histiopteris,Histiopteris_incisa,AM; no others,12,Dennstaedtiaceae,AM,FERN,
Histiopteris,Histiopteris_incisa,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Leptolepia,Leptolepia_novae-zelandiae,AM; no others,3,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_divaricata,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_ensifolia,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_ensifolia,AM; no others,1,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_javanensis,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_linearis,AM; no others,1,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_odorata,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_odorata,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_odorata,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_orbiculata,AM; others not addressed,3,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_taeniata,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Lindsaea,Lindsaea_trichomanoides,AM; no others,2,Dennstaedtiaceae,AM,FERN,
Lindsaya,Lindsaya_cultrata,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_calvescens,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_hookeriana,AM; others not addressed,1,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_marginata,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_marginata,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_pilosissima,AM; others not addressed,3,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_platyphylla,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_platyphylla,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_rhomboidea,AM; others not addressed,3,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_speluncae,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Microlepia,Microlepia_strigosa,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Odontosoria,Odontosoria_chinensis,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Odontosoria,Odontosoria_chinensis,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Odontosoria,Odontosoria_chinensis,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Odontosoria,Odontosoria_chinensis,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Odontosoria,Odontosoria_chusana,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Paesia,Paesia_scaberula,AM; no others,9,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; no others,17,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,2,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_aquilinum_var._latiusculum,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Pteridium,Pteridium_revolutum,AM; others not addressed,5,Dennstaedtiaceae,AM,FERN,
Saccoloma,Saccoloma_elegans,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Saccoloma,Saccoloma_inaequale,AM; no others,NA,Dennstaedtiaceae,AM,FERN,
Sphenomeris,Sphenomeris_chinensis,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Sphenomeris,Sphenomeris_chinensis,AM; others not addressed,NA,Dennstaedtiaceae,AM,FERN,
Cibotium,Cibotium_barometz,AM; others not addressed,2,Dicksoniaceae,AM,FERN,
Dicksonia,Dicksonia_sellowiana,AM; no others,NA,Dicksoniaceae,AM,FERN,
Dicksonia,Dicksonia_squarrosa,AM; no others,5,Dicksoniaceae,AM,FERN,
Lophosoria,Lophosoria_quadripinnata,AM; no others,NA,Dicksoniaceae,AM,FERN,
Lophosoria,Lophosoria_quadripinnata,AM; no others,NA,Dicksoniaceae,AM,FERN,
Dipteris,Dipteris_conjugata,AM; others not addressed,1,Dipteridaceae,AM,FERN,
Phymatodes,Phymatodes_diversifolia,AM; no others,5,Dipteridaceae,AM,FERN,
Phymatodes,Phymatodes_scandens,AM; no others,1,Dipteridaceae,AM,FERN,
Acrophorus,Acrophorus_stipellatus,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Acrorumohra,Acrorumohra_diffracta,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_amabilis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_amabilis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_aristata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_aristata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_aristata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_aristata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_globisora,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Arachniodes,Arachniodes_sporadosora,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Ctenitis,Ctenitis_membranifolia,AM; others not addressed,1,Dryopteridaceae,AM,FERN,
Ctenitis,Ctenitis_microchlaena,AM; no others,NA,Dryopteridaceae,AM,FERN,
Ctenitopsis,Ctenitopsis_devexa,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Ctenitopsis,Ctenitopsis_setulosa,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Cyclodium,Cyclodium_meniscioides,AM; no others,NA,Dryopteridaceae,AM,FERN,
Cyclodium,Cyclodium_meniscioides,AM; no others,NA,Dryopteridaceae,AM,FERN,
Cyclodium,Cyclodium_meniscioides,AM; no others,NA,Dryopteridaceae,AM,FERN,
Cyclodium,Cyclodium_trianae,AM; no others,NA,Dryopteridaceae,AM,FERN,
Cyrtomidictyum,Cyrtomidictyum_lepidocaulon,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Cyrtomidictyum,Cyrtomidictyum_lepidocaulon,AM; no others,NA,Dryopteridaceae,AM,FERN,
Cyrtomium,Cyrtomium_caryotideum,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Cyrtomium,Cyrtomium_falcatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Cyrtomium,Cyrtomium_falcatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Cyrtomium,Cyrtomium_fortunei,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Cyrtomium,Cyrtomium_fortunei,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Diacalpe,Diacalpe_christensenae,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_amurensis,AM; no others,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_approximata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_atrata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_austriaca,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_austriaca,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_caroli-hopei,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_carthusiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_chrysocoma,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_cochleata,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_cochleata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_cristata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_dilatata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_erythrosora,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_esquirolii,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_filix-mas,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_fragrans,AM; no others,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_fragrans,AM; no others,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_fructuosa,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_hirtipes,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_intermedia,AM; no others,61,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_juxtaposita,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_lacera,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_lacera,AM; no others,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_lepidopoda,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_lepidopoda,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_marginata,AM; others not addressed,1,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_noveboracensis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_pseudovaria,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_sparsa,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_sparsa,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_sparsa,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_stenolepis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_sublacera,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Dryopteris,Dryopteris_varia,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_circinnata,AM; no others,4,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_cunninghamii,AM; no others,4,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_japonica,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_microphylla,AM; no others,1,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_squamulosa,AM; no others,NA,Dryopteridaceae,AM,FERN,
Gleichenia,Gleichenia_umbraculifera,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Lastreopsis,Lastreopsis_decomposita,AM; no others,3,Dryopteridaceae,AM,FERN,
Lastreopsis,Lastreopsis_glabella,AM; no others,1,Dryopteridaceae,AM,FERN,
Lastreopsis,Lastreopsis_hispida,AM; no others,5,Dryopteridaceae,AM,FERN,
Lastreopsis,Lastreopsis_velutina,AM; no others,2,Dryopteridaceae,AM,FERN,
Maxonia,Maxonia_apiifolia,AM; no others,NA,Dryopteridaceae,AM,FERN,
Maxonia,Maxonia_apiifolia,AM; no others,NA,Dryopteridaceae,AM,FERN,
Maxonia,Maxonia_apiifolia,AM; no others,NA,Dryopteridaceae,AM,FERN,
Megalastrum,Megalastrum_andicola,AM; no others,NA,Dryopteridaceae,AM,FERN,
Megalastrum,Megalastrum_andicola,AM; no others,NA,Dryopteridaceae,AM,FERN,
