ID_dataset,species,number of plants studied,Host_age,mycorrhiza type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,other_remarks
5420,Primula_amoena,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
13753,Primula_amoena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13754,Primula_auriculata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32709,Primula_auriculata,NA,NA,AM; no others,NA,NA,NA,NA,NA
5421,Primula_bayernii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5422,Primula_bayernii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7800,Primula_elatior,NA,NA,AM; no others,NA,NA,NA,NA,NA
20526,Primula_elatior,NA,NA,AM; no others,NA,NA,NA,NA,NA
25914,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26612,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28039,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28097,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29297,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29335,Primula_elatior,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5435,Primula_elatior_subpallasii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
12454,Primula_elatior_subpallasii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26093,Primula_farinosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28262,Primula_farinosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14679,Primula_glutinosa,NA,NA,non-AM; others not addressed,Leho Tedersoo,probably AM,NA,NA,NA
12074,Primula_japonica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1973,Primula_matthioli,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1974,Primula_matthioli,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5431,Primula_meyeri,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10407,Primula_minima,NA,NA,AM; no others,NA,NA,NA,NA,NA
14680,Primula_minima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18917,Primula_minima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5432,Primula_obconica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5433,Primula_olgae,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5434,Primula_ossetica,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5436,Primula_pseudoelatior,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
13755,Primula_ruprechtii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
30869,Primula_ruprechtii,NA,0,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5437,Primula_veris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26280,Primula_veris,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
27617,Primula_veris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28263,Primula_veris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28751,Primula_veris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5423,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5424,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5425,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5426,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5427,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5428,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5429,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5430,Primula_veris_submacrocalyx,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27843,Primula_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29743,Primula_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22813,Pringlea_antiscorbutica,NA,NA,AM; others not addressed,Leho Tedersoo,probably NM,NA,NA,NA
22896,Pringlea_antiscorbutica,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
5438,Prinsepia_sinensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5439,Prinsepia_sinensis,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
21679,Prinsepia_utilis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25476,Prioria_copaifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19585,Prioria_oxyphylla,NA,NA,AM; no others,NA,NA,NA,NA,NA
16038,Prismatomeris_tetrandra,3,>10 years,AM; others not addressed,NA,NA,NA,NA,NA
24861,Prismatomeris_tetrandra,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13270,Priva_cordifolia,NA,NA,non-AM; others not addressed,Leho Tedersoo,probably AM,NA,NA,NA
19240,Priva_lappulacea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34047,Proboscidea_louisianica,3,NA,AM; no others,NA,NA,NA,NA,NA
17238,Pronephrium_gymnopteridifrons,2,NA,AM; others not addressed,NA,NA,NA,NA,NA
17240,Pronephrium_simplex,3,NA,AM; others not addressed,NA,NA,NA,NA,NA
18246,Prosartes_trachycarpa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8859,Proserpinaca_palustris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19403,Proserpinaca_palustris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10206,Prosopis,10,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,NA,NA,NA
9979,Prosopis_alba,3,NA,AM; no others,NA,NA,NA,NA,NA
10117,Prosopis_alba,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17711,Prosopis_articulata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35462,Prosopis_articulata,NA,NA,AM; no others,NA,NA,NA,NA,NA
10160,Prosopis_chilensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14462,Prosopis_chilensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17550,Prosopis_chilensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22195,Prosopis_chilensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10844,Prosopis_cineraria,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13271,Prosopis_cineraria,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14463,Prosopis_cineraria,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21818,Prosopis_cineraria,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
24672,Prosopis_cineraria,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35380,Prosopis_cineraria,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8786,Prosopis_glandulosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7696,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7697,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
9202,Prosopis_juliflora,13,NA,AM; others not addressed,NA,NA,NA,NA,NA
9203,Prosopis_juliflora,13,NA,AM; others not addressed,NA,NA,NA,NA,NA
10710,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20428,Prosopis_juliflora,NA,NA,AM; no others,NA,NA,NA,NA,NA
23883,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24129,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25422,Prosopis_juliflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33932,Prosopis_juliflora,NA,NA,AM; no others,NA,NA,NA,NA,NA
34865,Prosopis_juliflora,NA,NA,AM; no others,NA,NA,NA,NA,NA
35079,Prosopis_juliflora,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
25192,Prosopis_laevigata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
9980,Prosopis_nigra,3,NA,AM; no others,NA,NA,NA,NA,NA
10118,Prosopis_nigra,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19725,Prosopis_pallida,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5440,Prosopis_stephaniana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10161,Prosopis_torquata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27023,Prospero_autumnale,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29893,Prostanthera_aspalathoides,NA,NA,AM; no others,NA,NA,NA,NA,NA
35625,Protea_burchellii,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
35626,Protea_scolymocephala,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
15551,Protium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20703,Protium,NA,NA,AM; no others,NA,NA,NA,NA,NA
15550,Protium_altsonii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8381,Protium_carolense,NA,NA,AM; no others,NA,NA,NA,NA,NA
8382,Protium_carolense,3,NA,AM; no others,NA,NA,NA,NA,NA
20701,Protium_crenatum,NA,NA,AM; no others,NA,NA,NA,NA,NA
20695,Protium_decandrum,NA,NA,AM; no others,NA,NA,NA,NA,NA
20702,Protium_giganteum,NA,NA,AM; no others,NA,NA,NA,NA,NA
19241,Protium_guianense,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15549,Protium_pedicellatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7643,Protium_sagotianum,27,NA,AM; others not addressed,NA,NA,NA,NA,NA
19883,Protium_serratum,NA,NA,AM; no others,NA,NA,NA,NA,NA
32404,Protium_serratum,NA,NA,AM; no others,NA,NA,NA,NA,NA
31316,Protomegabaria_stapfiana,NA,NA,AM; no others,NA,NA,NA,NA,NA
20774,Prumnopitys_andina,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19063,Prumnopitys_ferruginea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19064,Prumnopitys_ferruginea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20772,Prumnopitys_ferruginea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25214,Prumnopitys_ferruginea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19488,Prumnopitys_ladei,NA,NA,AM; no others,NA,NA,NA,NA,NA
21512,Prumnopitys_taxifolia,NA,NA,AM; no others,NA,NA,NA,NA,NA
25215,Prumnopitys_taxifolia,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5441,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5442,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5443,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5444,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5445,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5446,Prunella_vulgaris,NA,NA,AM; no others,NA,NA,NA,NA,NA
9204,Prunella_vulgaris,11,NA,AM; others not addressed,NA,NA,NA,NA,NA
9205,Prunella_vulgaris,11,NA,AM; others not addressed,NA,NA,NA,NA,NA
9206,Prunella_vulgaris,12,NA,AM; others not addressed,NA,NA,NA,NA,NA
9207,Prunella_vulgaris,22,NA,AM; others not addressed,NA,NA,NA,NA,NA
9406,Prunella_vulgaris,5,NA,AM; no others,NA,NA,NA,NA,NA
9407,Prunella_vulgaris,5,NA,AM; no others,NA,NA,NA,NA,NA
9767,Prunella_vulgaris,11,NA,AM; no others,NA,NA,NA,NA,NA
9768,Prunella_vulgaris,6,NA,AM; no others,NA,NA,NA,NA,NA
14852,Prunella_vulgaris,3,NA,AM; no others,NA,NA,NA,NA,NA
16135,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
16777,Prunella_vulgaris,3,>10 years,AM; others not addressed,NA,NA,NA,NA,NA
17651,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17878,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26622,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26706,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27164,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27301,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27518,Prunella_vulgaris,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
27850,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28043,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28110,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28434,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29454,Prunella_vulgaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34150,Prunella_vulgaris,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
34333,Prunella_vulgaris,NA,NA,AM; no others,NA,NA,NA,NA,NA
12075,Prunella_vulgaris_subasiatica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30764,Prunella_vulgaris_subasiatica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
16673,Prunus,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
25627,Prunus_africana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25639,Prunus_africana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18389,Prunus_alleghaniensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
23037,Prunus_americana,NA,NA,EcM; no others,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
21148,Prunus_arborea,NA,NA,AM; no others,NA,NA,NA,NA,NA
23538,Prunus_arborea_var._montana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8431,Prunus_armeniaca,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
5448,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5449,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5450,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5451,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5452,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5453,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5454,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5455,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5456,Prunus_avium,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
5457,Prunus_avium,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
19109,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25137,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26195,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26196,Prunus_avium,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
26256,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26434,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26435,Prunus_avium,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
27940,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28223,Prunus_avium,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
28822,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29101,Prunus_avium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5458,Prunus_besseyi,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15651,Prunus_brachypoda,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
5459,Prunus_bucharica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15652,Prunus_buergeriana,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
10531,Prunus_campanulata,NA,NA,AM; no others,NA,NA,NA,NA,NA
5461,Prunus_cerasifera,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
15653,Prunus_cerasifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
23880,Prunus_cerasifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32581,Prunus_cerasifera,NA,NA,AM; no others,NA,NA,NA,NA,NA
15046,Prunus_cerasoides,5,NA,AM; no others,NA,NA,NA,NA,NA
28224,Prunus_cerasus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
8430,Prunus_davidiana,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
15921,Prunus_davidiana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
16678,Prunus_davidiana,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
15648,Prunus_dielsiana,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
5462,Prunus_domestica,NA,NA,AM; no others,NA,NA,NA,NA,NA
26865,Prunus_domestica,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
28823,Prunus_domestica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5463,Prunus_erythrocarpa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5464,Prunus_erythrocarpa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5465,Prunus_erythrocarpa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5466,Prunus_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5467,Prunus_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5468,Prunus_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5469,Prunus_fruticosa,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
5470,Prunus_glandulosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19143,Prunus_grisea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5471,Prunus_japonica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5472,Prunus_japonica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
3829,Prunus_laurocerasus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
3830,Prunus_laurocerasus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
5473,Prunus_maackii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5474,Prunus_maackii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5475,Prunus_maackii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5476,Prunus_mahaleb,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5477,Prunus_mahaleb,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5478,Prunus_mahaleb,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5479,Prunus_mahaleb,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5480,Prunus_mahaleb,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5481,Prunus_mandshurica,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
18833,Prunus_maritima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24456,Prunus_maritima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5482,Prunus_maximowiczii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5483,Prunus_microcarpa,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
5484,Prunus_microcarpa,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
5485,Prunus_mongolica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7491,Prunus_mume,20,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7492,Prunus_mume,20,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7493,Prunus_mume,20,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7494,Prunus_mume,20,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7495,Prunus_mume,30,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7496,Prunus_mume,30,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7497,Prunus_mume,82,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7498,Prunus_mume,11,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7499,Prunus_mume,30,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7500,Prunus_mume,30,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7501,Prunus_mume,12,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7502,Prunus_mume,12,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7503,Prunus_mume,12,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
7504,Prunus_mume,12,NA,AM; others not addressed,NA,NA,NA,NA,"AG: (Berch＆endrick, 1982)。"
8428,Prunus_mume,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
15647,Prunus_mume,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
18961,Prunus_occidentalis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8429,Prunus_padus,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
15654,Prunus_padus,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
20001,Prunus_padus,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,incorrect report for EcM,NA
26163,Prunus_padus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
28526,Prunus_padus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28527,Prunus_padus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
28824,Prunus_padus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32911,Prunus_padus,32,2-10 years (sapling),non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
5488,Prunus_pensylvanica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5489,Prunus_pensylvanica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12524,Prunus_pensylvanica,9,NA,AM; no others,NA,NA,NA,NA,NA
20479,Prunus_pensylvanica,NA,NA,AM; no others,NA,NA,NA,NA,NA
23038,Prunus_pensylvanica,NA,NA,EcM; no others,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
8425,Prunus_persica,3-5,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,incorrect report for EcM,NA
8558,Prunus_persica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15646,Prunus_persica,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
16672,Prunus_persica,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
16802,Prunus_persica,3,>10 years,AM; others not addressed,NA,NA,NA,NA,NA
8426,Prunus_pseudocerasus,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
11178,Prunus_pseudocerasus,3,>10 years,AM; others not addressed,NA,NA,NA,NA,NA
19746,Prunus_pumila,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8427,Prunus_salicina,3-5,NA,AM; others not addressed,NA,NA,NA,NA,NA
30548,Prunus_sellowii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30606,Prunus_sellowii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30680,Prunus_sellowii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
5490,Prunus_serotina,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5491,Prunus_serotina,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
8127,Prunus_serotina,32,NA,AM; no others,NA,NA,NA,NA,NA
8170,Prunus_serotina,11,>10 years,AM; no others,NA,NA,NA,NA,NA
9408,Prunus_serotina,5,NA,AM; no others,NA,NA,NA,NA,NA
18946,Prunus_serotina,NA,NA,AM; no others,NA,NA,NA,NA,NA
19717,Prunus_serotina,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32897,Prunus_serotina,4,2-10 years (sapling),non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
12076,Prunus_serrulata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30728,Prunus_serrulata,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8616,Prunus_sibirica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5492,Prunus_spinosa,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report for EcM,NA
20002,Prunus_spinosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
26164,Prunus_spinosa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
28225,Prunus_spinosa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
28825,Prunus_spinosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29702,Prunus_spinosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32860,Prunus_spinosa,4,12-24 months (365-730 days),non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
5493,Prunus_spinosissima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
5486,Prunus_tenella,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
