ID_dataset,species,number of plants studied,Host_age,mycorrhiza type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,other_remarks
9838,Aa_achalensis,3,NA,OM,NA,NA,NA,NA,NA
21068,Abarema_jupunba,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19219,Abelmoschus_esculentus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
23875,Abelmoschus_esculentus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11318,Abelmoschus_manihot,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25806,Abies,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
26144,Abies,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
26828,Abies,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
1,Abies_alba,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
2,Abies_alba,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
7761,Abies_alba,NA,NA,EcM; no others,NA,NA,NA,NA,NA
24139,Abies_alba,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31018,Abies_alba,NA,NA,EcM; no others,NA,NA,NA,NA,NA
3,Abies_amabilis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31019,Abies_amabilis,NA,NA,EcM; no others,NA,NA,NA,NA,NA
5,Abies_balsamea,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
6,Abies_balsamea,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
7,Abies_balsamea,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
8148,Abies_balsamea,6,>10 years,EcM; no others,NA,NA,NA,NA,NA
20455,Abies_balsamea,NA,NA,EcM; no others,NA,NA,NA,NA,NA
20543,Abies_balsamea,NA,NA,EcM; no others,NA,NA,NA,NA,NA
31020,Abies_balsamea,NA,NA,EcM; no others,NA,NA,NA,NA,NA
32889,Abies_balsamea_var._phanerolepis,4,2-10 years (sapling),EcM; others not addressed,NA,NA,NA,NA,NA
8,Abies_cephalonica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
9,Abies_cilicica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
10,Abies_cilicica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
11,Abies_concolor,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
12,Abies_concolor,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
13477,Abies_concolor,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
22955,Abies_concolor,NA,NA,EcM; no others,NA,NA,NA,NA,NA
31021,Abies_concolor,NA,NA,EcM; no others,NA,NA,NA,NA,NA
16545,Abies_fargesii,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
16548,Abies_fargesii,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
15478,Abies_fargesii_var._faxoniana,NA,>10 years,EcM; others not addressed,NA,NA,NA,NA,NA
13,Abies_firma,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
14,Abies_firma,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
8485,Abies_firma,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
11319,Abies_firma,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
15792,Abies_firma,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,incorrect report,NA,NA,H: forest: subtropical broadleaf forest biome
15,Abies_fraseri,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
17,Abies_grandis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
18,Abies_grandis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
24663,Abies_grandis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31022,Abies_grandis,NA,NA,EcM; no others,NA,NA,NA,NA,NA
19,Abies_holophylla,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
20,Abies_holophylla,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
21,Abies_holophylla,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
22,Abies_homolepis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
10425,Abies_kawakamii,NA,NA,EcM; no others,NA,NA,NA,NA,NA
23,Abies_koreana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
24,Abies_lasiocarpa,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
8400,Abies_lasiocarpa,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
8401,Abies_lasiocarpa,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
8402,Abies_lasiocarpa,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
20591,Abies_lasiocarpa,NA,NA,EcM; no others,NA,NA,NA,NA,NA
24425,Abies_lasiocarpa,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31023,Abies_lasiocarpa,NA,NA,EcM; no others,NA,NA,NA,NA,NA
4,Abies_lasiocarpa_var._arizonica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
25,Abies_magnifica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31024,Abies_magnifica,NA,NA,EcM; no others,NA,NA,NA,NA,NA
31025,Abies_magnifica_var._shastensis,NA,NA,EcM; no others,NA,NA,NA,NA,NA
27,Abies_nephrolepis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
28,Abies_nephrolepis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
29,Abies_nephrolepis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
32,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
33,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
34,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
35,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
13478,Abies_nordmanniana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
19448,Abies_nordmanniana,NA,NA,EcM; no others,NA,NA,NA,NA,NA
36,Abies_numidica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
37,Abies_pindrow,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
7486,Abies_pindrow,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
19257,Abies_pindrow,NA,NA,EcM; no others,NA,NA,NA,NA,NA
16,Abies_pindrow_var._brevifolia,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
38,Abies_pinsapo,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
30,Abies_procera,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
31026,Abies_procera,NA,NA,EcM; no others,NA,NA,NA,NA,NA
39,Abies_sachalinensis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
40,Abies_sachalinensis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
33268,Abies_sachalinensis,1,>10 years,EcM; others not addressed,NA,NA,NA,NA,NA
33269,Abies_sachalinensis,1,>10 years,EcM; others not addressed,NA,NA,NA,NA,NA
33270,Abies_sachalinensis,1,>10 years,EcM; others not addressed,NA,NA,NA,NA,NA
33271,Abies_sachalinensis,1,>10 years,EcM; others not addressed,NA,NA,NA,NA,NA
26,Abies_sachalinensis_var._mayriana,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
56,Abies_sachalinensis_var._nemorensis,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
41,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
42,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
43,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
44,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
45,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
46,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
47,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
48,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
49,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
50,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
51,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
52,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
53,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
54,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
12369,Abies_sibirica,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
55,Abies_veitchii,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
13479,Abies_veitchii,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
25285,Abronia_maritima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25286,Abronia_umbellata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12977,Abrus_precatorius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13894,Abrus_precatorius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21319,Abrus_precatorius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21370,Abrus_precatorius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34534,Abrus_precatorius,NA,NA,AM; no others,NA,NA,NA,NA,NA
8179,Abutilon,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17672,Abutilon_californicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35466,Abutilon_californicum,NA,NA,AM; no others,NA,NA,NA,NA,NA
9839,Abutilon_grandifolium,3,NA,AM; no others,NA,NA,NA,NA,NA
9840,Abutilon_grandifolium,3,NA,AM; no others,NA,NA,NA,NA,NA
10024,Abutilon_grandifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
57,Abutilon_hybridum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12978,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13895,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
16929,Abutilon_indicum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,H: Savanna
20360,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21371,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21560,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22496,Abutilon_indicum,NA,NA,AM; no others,NA,NA,NA,NA,NA
25346,Abutilon_indicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13852,Abutilon_indicum_subalbescens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25026,Abutilon_otocarpum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35512,Abutilon_pannosum,NA,NA,AM; no others,NA,NA,NA,NA,NA
35520,Abutilon_pannosum,NA,NA,AM; no others,NA,NA,NA,NA,NA
9312,Abutilon_theophrasti,5,NA,AM; no others,NA,NA,NA,NA,NA
11320,Abutilon_theophrasti,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25330,Abutilon_theophrasti,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7823,Acacia_alata,3,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7824,Acacia_alata,2,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7825,Acacia_alata,3,3 months (91-120 days),AM; no others,NA,NA,NA,NA,NA
33653,Acacia_alleniana,1,NA,AM; no others,NA,NA,NA,NA,NA
25166,Acacia_ampliceps,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18617,Acacia_ancistrocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
10707,Acacia_aneura,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18618,Acacia_aneura,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
18619,Acacia_aneura,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22325,Acacia_aneura,NA,NA,EcM; no others,NA,NA,NA,NA,NA
32274,Acacia_aneura,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32746,Acacia_armata,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Endogone flammicorona
32780,Acacia_armata,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Sclerogone eucalypti
18622,Acacia_aulacocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
20188,Acacia_aulacocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
22327,Acacia_aulacocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
35840,Acacia_aulacocarpa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
12979,Acacia_auriculiformis,NA,NA,non-AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,Mark Brundrett,misleading report from AM perspective,NA
13896,Acacia_auriculiformis,NA,NA,non-AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,Mark Brundrett,misleading report from AM perspective,NA
18517,Acacia_auriculiformis,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18531,Acacia_auriculiformis,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18623,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
18624,Acacia_auriculiformis,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18883,Acacia_auriculiformis,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
19523,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
19614,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
19748,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
20363,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
22328,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
22921,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
23201,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
23783,Acacia_auriculiformis,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
24265,Acacia_auriculiformis,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
32462,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
33205,Acacia_auriculiformis,2,>10 years,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
33654,Acacia_auriculiformis,4,NA,"EcM,AM",NA,NA,NA,NA,NA
33789,Acacia_auriculiformis,2,<1 months,AM; no others,NA,NA,NA,NA,NA
33930,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
34803,Acacia_auriculiformis,NA,NA,AM; no others,NA,NA,NA,NA,NA
35841,Acacia_auriculijormis,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18625,Acacia_bivenosa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
9843,Acacia_calligera,3,NA,AM; no others,NA,NA,NA,NA,NA
9844,Acacia_calligera,3,NA,AM; no others,NA,NA,NA,NA,NA
10026,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
10188,Acacia_calligera,10,NA,AM; no others,NA,NA,NA,NA,NA
18518,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18539,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18555,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18556,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18557,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18558,Acacia_calligera,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
33655,Acacia_calligera,1,NA,"EcM,AM",NA,NA,NA,NA,NA
34804,Acacia_calligera,NA,NA,AM; no others,NA,NA,NA,NA,NA
18627,Acacia_chisholmii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
20361,Acacia_cincinnata,NA,NA,AM; no others,NA,NA,NA,NA,NA
23944,Acacia_cochliacantha,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18628,Acacia_concurrens,NA,NA,AM; no others,NA,NA,NA,NA,NA
22329,Acacia_concurrens,NA,NA,AM; no others,NA,NA,NA,NA,NA
10426,Acacia_confusa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report from AM perspective,NA
11321,Acacia_confusa,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
16626,Acacia_confusa,3-5,NA,non-AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,Mark Brundrett,incorrect report from AM perspective,NA
18630,Acacia_coriacea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18631,Acacia_cowleana,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
19615,Acacia_crassicarpa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
35598,Acacia_cyclops,NA,NA,AM; no others,NA,NA,NA,NA,NA
58,Acacia_dealbata,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
12980,Acacia_dealbata,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
15026,Acacia_dealbata,5,NA,AM; no others,NA,NA,NA,NA,NA
18634,Acacia_dealbata,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22332,Acacia_dealbata,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
23202,Acacia_dealbata,NA,NA,AM; no others,NA,NA,NA,NA,NA
32275,Acacia_dealbata,NA,NA,EcM; others not addressed,NA,NA,NA,NA,NA
18635,Acacia_decurrens,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
19524,Acacia_decurrens,NA,NA,AM; no others,NA,NA,NA,NA,NA
20852,Acacia_decurrens,NA,8 months (241-270 days),AM; no others,NA,NA,NA,NA,NA
20853,Acacia_decurrens,NA,8 months (241-270 days),AM; no others,NA,NA,NA,NA,NA
20854,Acacia_decurrens,NA,2 months (61-90 days),AM; no others,NA,NA,NA,NA,NA
20855,Acacia_decurrens,NA,12-24 months (365-730 days),AM; no others,NA,NA,NA,NA,NA
22333,Acacia_decurrens,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32276,Acacia_decurrens,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
33656,Acacia_difficilis,7,NA,"EcM,AM",NA,NA,NA,NA,NA
35842,Acacia_difficilis,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
33657,Acacia_dimidiata,2,NA,"EcM,AM",NA,NA,NA,NA,NA
35843,Acacia_dimidiata,NA,NA,AM; no others,NA,NA,NA,NA,NA
18636,Acacia_dunnii,NA,NA,AM; no others,NA,NA,NA,NA,NA
7826,Acacia_extensa,3,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7827,Acacia_extensa,2,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7828,Acacia_extensa,5,3 months (91-120 days),AM; no others,NA,NA,NA,NA,NA
18640,Acacia_floribunda,NA,NA,AM; no others,NA,NA,NA,NA,NA
22334,Acacia_floribunda,NA,NA,AM; no others,NA,NA,NA,NA,NA
33658,Acacia_gonocarpa,6,NA,"EcM,AM",NA,NA,NA,NA,NA
33790,Acacia_gonocarpa,13,<1 months,AM; no others,NA,NA,NA,NA,NA
33659,Acacia_hemignosta,4,NA,AM; no others,NA,NA,NA,NA,NA
18644,Acacia_hilliana,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18645,Acacia_hippuroides,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18646,Acacia_holosericea,NA,NA,AM; no others,NA,NA,NA,NA,NA
18647,Acacia_holosericea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
20189,Acacia_holosericea,NA,NA,AM; no others,NA,NA,NA,NA,NA
22337,Acacia_holosericea,NA,NA,AM; no others,NA,NA,NA,NA,NA
24231,Acacia_holosericea,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
33660,Acacia_holosericea,15,NA,"EcM,AM",NA,NA,NA,NA,NA
33791,Acacia_holosericea,3,<1 months,AM; no others,NA,NA,NA,NA,NA
35821,Acacia_holosericea,13,12 months (365-384 days),"EcM,AM",NA,NA,NA,NA,NA
35844,Acacia_holosericea,NA,NA,AM; no others,NA,NA,NA,NA,NA
35845,Acacia_holosericea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
35846,Acacia_holosericea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
35847,Acacia_holosericea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
35848,Acacia_holosericea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
20110,Acacia_implexa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
32547,Acacia_implexa,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
18650,Acacia_inaequilatera,NA,NA,AM; no others,NA,NA,NA,NA,NA
22338,Acacia_jamesiana,NA,NA,AM; no others,NA,NA,NA,NA,NA
10878,Acacia_koa,9,NA,AM; no others,NA,NA,NA,NA,NA
24738,Acacia_koa,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
30029,Acacia_lasiocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
18651,Acacia_latescens,NA,NA,AM; no others,NA,NA,NA,NA,NA
20190,Acacia_latescens,NA,NA,AM; no others,NA,NA,NA,NA,NA
22339,Acacia_latescens,NA,NA,AM; no others,NA,NA,NA,NA,NA
33661,Acacia_latescens,2,NA,"EcM,AM",NA,NA,NA,NA,NA
23784,Acacia_leptocarpa,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
20856,Acacia_ligulata,NA,5 months (151-180 days),AM; no others,NA,NA,NA,NA,NA
23841,Acacia_linifolia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
23874,Acacia_linifolia,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18652,Acacia_lysiphloia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18532,Acacia_mangium,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18540,Acacia_mangium,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18653,Acacia_mangium,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18654,Acacia_mangium,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
19525,Acacia_mangium,NA,NA,AM; no others,NA,NA,NA,NA,NA
19616,Acacia_mangium,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
20362,Acacia_mangium,NA,NA,AM; no others,NA,NA,NA,NA,NA
22340,Acacia_mangium,NA,NA,AM; no others,NA,NA,NA,NA,NA
23785,Acacia_mangium,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
24137,Acacia_mangium,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
24232,Acacia_mangium,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
24308,Acacia_mangium,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
25251,Acacia_mangium,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
12985,Acacia_mearnsii,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
17522,Acacia_mearnsii,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
20111,Acacia_mearnsii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
20857,Acacia_mearnsii,NA,9 months (271-300 days),AM; no others,NA,NA,NA,NA,NA
18655,Acacia_melanoxylon,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
20112,Acacia_melanoxylon,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22341,Acacia_melanoxylon,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32277,Acacia_melanoxylon,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
32748,Acacia_melanoxylon,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Endogone flammicorona
32781,Acacia_melanoxylon,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Sclerogone eucalypti
33662,Acacia_mimula,7,NA,"EcM,AM",NA,NA,NA,NA,NA
33792,Acacia_mimula,3,<1 months,"EcM,AM",NA,NA,NA,NA,NA
35849,Acacia_mimula,NA,NA,AM; no others,NA,NA,NA,NA,NA
35850,Acacia_mimula,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
13899,Acacia_minutifolia,NA,NA,AM; others not addressed,Leho Tedersoo,misleading report from EcM perspective,NA,NA,NA
18657,Acacia_mitchellii,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22343,Acacia_mitchellii,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32278,Acacia_mitchellii,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18658,Acacia_monticola,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
33663,Acacia_mountfordiae,6,NA,"EcM,AM",NA,NA,NA,NA,NA
35851,Acacia_mountfordiae,NA,NA,AM; no others,NA,NA,NA,NA,NA
18659,Acacia_myrtifolia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22344,Acacia_myrtifolia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
32279,Acacia_myrtifolia,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
32749,Acacia_myrtifolia,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Endogone flammicorona
32782,Acacia_myrtifolia,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Sclerogone eucalypti
32783,Acacia_notabilis,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Sclerogone eucalypti
23842,Acacia_obtusifolia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
33664,Acacia_oncinocarpa,2,NA,"EcM,AM",NA,NA,NA,NA,NA
